sub_id,fri_win,fri_loss,str_win,str_loss,comp_win,comp_loss
1244,"['-1.160113931', '-2.614763975', '-2.353422642', '-2.14837265', '-1.933859468', '-2.774262667', '-2.325573921', '-1.540576816', '-3.844461679', '-3.192626476', '-2.269308805', '-2.33225584', '-2.141313553', '-1.935916185', '-3.273830414', '-3.27290225', '-3.00441432', '-1.994585872', '-1.320343256']","['-1.635305047', '-1.78052032', '-1.39525795', '-0.09757284075', '-0.6891735196', '-3.495056868', '-2.901163816', '-1.197993517', '-3.328548908', '-3.386193037', '-2.027966738', '-1.778254271', '-2.029555082', '-1.818332076', '-3.149276733', '-3.114266872', '-3.123127699', '-1.666616559', '-1.680364966']","['0.4056093395', '0.03780308738', '0.4119670987', '0.3590746522', '0.7738155127', '-0.448014468', '-0.3505949974', '-0.7014249563', '-0.1935970783', '-0.4983837605', '-0.9144611955', '0.3398065567', '0.07696028054', '-0.5107625723', '-0.2908558547', '0.6887457371', '-0.1681389511', '-1.486328959', '0.6506688595']","['-0.1067556217', '-0.2164123505', '-0.05724513903', '-0.1666217595', '0.4707860351', '-0.5610588789', '-0.07180499285', '0.2978561819', '-1.013147831', '-1.063781977', '-1.008929014', '-0.3023997247', '-0.4970003068', '-0.8491893411', '-0.6349002719', '-1.192635298', '-1.30644691', '-0.4841172397', '-0.5269856453']","['-0.2172819078', '-0.6826182604', '-0.1378730536', '0.6222835779', '0.1467469484', '-1.041055322', '-0.9678964019', '-0.05961706117', '-0.7127434015', '-0.7262527943', '-0.02436735108', '-0.9159657359', '-0.7568061948', '-0.2070881873', '-2.164420605', '-1.747468948', '-1.870441794', '-0.8478330374', '-1.940741181']","['0.6838532686', '-0.4518018961', '-0.4229317009', '0.1551930457', '-0.2050982863', '-0.5146895051', '0.4509133995', '1.511991262', '-0.9013468027', '-0.8096838593', '-0.4721148312', '-0.3810676038', '-0.9893089533', '-1.70434773', '-0.8032690883', '-1.140149117', '-1.054929018', '-0.7101792693', '-0.475939393']"
1248,"['-1.541203141', '-0.4331880808', '-1.21712923', '-1.12921381', '0.09425761551', '-1.400132179', '-1.499601603', '-1.445257783', '-1.101072073', '-1.028812051', '-1.344696283', '-0.385101229', '-0.3058688641', '-0.3178325593', '-0.7147779465', '-0.8317791224', '-0.4194796681', '-0.9483983517', '-0.4047941566']","['-1.883639574', '-2.193256617', '-1.931916237', '-2.370482922', '-2.329820156', '-1.638510823', '-1.540169477', '-1.057927251', '-2.077681303', '-1.716256857', '-1.240515351', '-2.28523016', '-1.933135271', '-1.650899172', '-0.4223616719', '-1.22431469', '-1.079763412', '-0.6888754964', '-1.886917353']","['-2.053219795', '-1.234179139', '-0.9055485725', '-1.474176407', '-0.6957901716', '-2.777844191', '-2.918293715', '-2.146464348', '-1.974604726', '-1.679941297', '-1.715038776', '-1.196457624', '-1.055688262', '-1.671820879', '-3.021840811', '-1.416110992', '-1.223888874', '-1.168024063', '-1.163112998']","['-1.625399947', '-1.279476762', '-0.7455894351', '-0.9977295995', '-0.6487296224', '-1.486790657', '-2.003577948', '-2.120181084', '-0.8131710887', '-0.7050566077', '-1.025800824', '-1.511014581', '-0.7191811204', '-1.000242591', '-2.30041337', '-0.4724291861', '-0.6269133091', '-0.8300584555', '-0.7459027171']","['-2.719710588', '-2.394490242', '-2.83415556', '-2.961590767', '-1.803259015', '-2.058596611', '-2.066360235', '-2.167826414', '-2.026066065', '-2.009353876', '-2.080751419', '-2.023262024', '-1.608864069', '-1.299149513', '-1.528412223', '-1.797683716', '-1.444011211', '-1.222642422', '-2.156959772']","['-1.773456454', '-1.949838877', '-2.247761726', '-1.91193974', '-0.9387397766', '-0.9285818338', '-1.075929165', '-1.618832707', '-1.42327404', '-1.206183434', '-0.9409573674', '-1.114677787', '-0.6025758386', '0.206483379', '-0.3989422917', '-1.404209137', '-0.715926528', '-0.4351474643', '-0.6645027399']"
1249,"['0.7614005208', '-0.5285848379', '0.1375169009', '1.855773926', '0.5949009061', '-1.110569715', '-0.1422472745', '1.533911943', '-0.8999354839', '0.0228238795', '1.484884739', '0.5408092737', '1.093901634', '1.376228571', '-0.1106593087', '-0.3033769727', '0.70962888', '1.815359354', '2.069284201']","['-0.3203328848', '-1.016805649', '-0.5848634839', '0.7336311936', '-0.2808181942', '-0.9555320144', '-1.287632346', '-0.8768458962', '-0.7386390567', '-0.5914962888', '0.08802523464', '0.1618521959', '0.1305493116', '0.5460040569', '-1.824926138', '-0.5240448117', '-0.6381756663', '-0.6034384966', '0.1380437165']","['-0.4148694277', '-0.1590157598', '0.03121702746', '0.1274010241', '1.547289968', '-0.7660889626', '-1.388180733', '-1.93078053', '0.102926515', '0.1185365543', '0.03718549386', '1.422191024', '1.688957214', '1.619138122', '-1.721296906', '0.09772755951', '0.008958896622', '-0.440318048', '1.028468132']","['0.02827304043', '-0.8698026538', '-0.3974333704', '-0.0175231155', '0.4718850553', '-1.159659982', '-1.679730654', '-1.903159261', '-0.511433959', '-0.3684713244', '0.1282570809', '0.7631618977', '1.238015175', '1.655664682', '-2.164521694', '-0.07082568109', '-0.2104269117', '0.3196260631', '0.9765885472']","['-1.250193715', '-2.188657999', '-2.041056156', '-1.601063251', '-2.211779833', '-2.730500698', '-3.399260283', '-3.537834167', '-1.880117297', '-2.23881197', '-2.592628241', '-0.678157568', '-0.9186476469', '-1.344614744', '-4.003544807', '-1.038303018', '-1.707357645', '-3.020817757', '-0.8516937494']","['0.6979187727', '-0.7423970699', '-0.6350556612', '-0.6485788822', '-0.7534692287', '-1.832288623', '-1.734459639', '-1.873735309', '-0.7043441534', '-1.262099266', '-2.11984086', '0.3974064589', '-0.3840972483', '-1.785412669', '-3.239729166', '-0.02331102453', '-0.9960367084', '-2.417129517', '-0.4513175189']"
1251,"['-0.3524348736', '-0.6443575025', '-1.180274963', '-1.087159157', '-1.741888881', '-1.964052677', '-1.682027578', '-1.699771404', '-2.57446146', '-2.152334452', '-1.378603101', '-2.427637577', '-2.042525291', '-0.8714622855', '-1.712637901', '-2.823165894', '-1.903300047', '-0.9772469401', '-1.527536511']","['-0.5037273765', '0.2448569238', '-0.3380556703', '-0.8652483821', '-0.4992590845', '-0.001127864583', '-0.6750398278', '-0.6216676235', '0.06623198837', '0.1468917727', '0.03446345031', '-0.4047854841', '-0.2315554768', '-0.009481626563', '-1.071334362', '-0.6055673361', '-0.3550294936', '-0.06300856918', '-0.22202079']","['0.5517520308', '0.04524354637', '0.124567993', '-0.1993658841', '-0.1769798845', '-1.73597455', '-1.455037236', '-1.122523308', '-1.757020235', '-1.988209248', '-1.591281056', '-2.026772499', '-2.242224216', '-1.906155467', '-2.608734608', '-2.14873147', '-2.467901945', '-1.480080485', '-2.390820026']","['2.032973766', '2.160952568', '2.321448326', '1.916506171', '2.077998161', '-0.2113249004', '-0.286283344', '0.6042323112', '0.2656891942', '0.3727746904', '0.9340096712', '0.6202167273', '0.6469494104', '0.7716307044', '-1.074428797', '-0.7306194901', '-0.07201141119', '0.9371867776', '0.7410351038']","['-1.8861413', '-1.201044321', '-1.860215425', '-2.243640661', '-1.833327889', '-3.472126007', '-3.061086178', '-2.991215467', '-3.168924332', '-2.519344091', '-2.455263376', '-2.547535181', '-2.274362803', '-2.279855251', '-4.307212353', '-3.652000427', '-3.24869442', '-2.684596777', '-2.179671764']","['1.601437211', '1.986696005', '1.750298858', '1.662167072', '2.158830404', '0.05074352399', '-0.2308220565', '0.4186368585', '-0.08225215971', '-0.1493459195', '0.3635493517', '0.6422223449', '0.5478181839', '0.8420574069', '-1.100524664', '-1.088085413', '-0.5962085128', '0.6493685246', '0.8036652803']"
1255,"['-0.7999904156', '0.04236561432', '0.0289040748', '0.4422083199', '0.2785094678', '-3.159068584', '-1.939172149', '-1.079158306', '-1.484216094', '-1.434016228', '-0.8172571659', '-0.9515555501', '-1.106523871', '-1.019351721', '-2.656963587', '-2.609339237', '-2.72778368', '-2.088147163', '-2.15497613']","['-1.565156341', '-0.8482851386', '-1.754854441', '-0.9691334963', '-1.685028791', '-3.5239079', '-2.894469976', '-1.988343477', '-2.315151215', '-2.7609272', '-1.904702425', '-1.659525394', '-1.913276196', '-1.58254087', '-3.682906151', '-3.072369576', '-2.874847412', '-2.272350073', '-2.14659524']","['-2.821828127', '-1.561173916', '-1.526225448', '-1.344691873', '-0.6468661427', '-3.525537968', '-2.704499245', '-1.340242863', '-1.745030522', '-1.047129154', '0.09064338356', '-0.2933484018', '-0.06840214133', '-0.1688244343', '-2.562615871', '-2.286894083', '-1.189200401', '0.2582839429', '-0.6260530949']","['-1.744596481', '-3.115071535', '-3.232905388', '-2.668880463', '-2.172133684', '-2.232457876', '-1.323950291', '-1.233384967', '-1.640419841', '-1.12973547', '-1.276269913', '-0.4020553231', '-0.2372721285', '-0.4097271562', '-1.859248161', '-1.009408712', '-0.4206109345', '-0.7792372704', '0.2963529229']","['-1.189336658', '-1.240476251', '-1.754925489', '-1.831858993', '-1.41783309', '-2.726365328', '-2.112043381', '-2.1337955', '-1.672757506', '-1.614222527', '-1.661839724', '-0.4714884162', '-0.8003462553', '-1.403482437', '-1.918882132', '-1.889937282', '-1.102371216', '-1.003284454', '-0.9741100669']","['1.128905416', '0.3091803193', '-0.1747583449', '-0.4250518084', '-0.3552857935', '-0.2548700273', '-0.358215332', '-1.253706932', '-0.457559824', '-1.116006613', '-1.458893895', '-0.1811499298', '-0.6179770231', '-1.070953131', '-1.195014715', '-0.2865415215', '-0.508513093', '-1.042793274', '-0.3918302357']"
1276,"['-2.044369459', '-2.992671251', '-2.699564695', '-2.871375322', '-3.464167833', '-2.644430876', '-2.566953659', '-2.764124393', '-2.789143801', '-2.543615103', '-2.95291996', '-2.818627119', '-2.543601751', '-2.760179996', '-2.322388887', '-2.25369525', '-1.929506421', '-2.17292285', '-1.715679765']","['-1.427736998', '-1.755596399', '-1.324705601', '-1.432831883', '-1.628991961', '-1.690996528', '-1.650499225', '-1.502389193', '-1.489345551', '-1.230861068', '-1.402032018', '-1.439573884', '-1.267519474', '-1.360944867', '-1.864015698', '-2.077753305', '-1.777933002', '-1.248486042', '-1.269324064']","['-1.451366186', '-1.782378078', '-1.499103785', '-0.6591389179', '-1.579535365', '-1.677536964', '-1.451468706', '-1.03086853', '-1.357520342', '-1.018433094', '-0.3709554374', '-0.9675109386', '-0.8982442021', '-0.4303838611', '-1.132539749', '-0.7357754707', '-0.2843963206', '0.08471131325', '0.04583396763']","['-2.006069899', '-2.411714315', '-2.089188099', '-2.400896072', '-2.025674105', '-1.845327735', '-1.529677749', '-1.658732653', '-1.890028', '-1.533192277', '-1.808590531', '-1.566732764', '-1.592257142', '-1.648377061', '-1.385530353', '-1.364174366', '-1.052324653', '-0.8003384471', '-0.8893785477']","['0.3857114911', '-0.01533499546', '0.2009004503', '0.0698941499', '-0.2810649276', '-0.3606234789', '0.02828955464', '0.5585616231', '-0.3815645874', '0.09283638', '-0.001449895208', '-0.3641683459', '-0.1555748284', '-0.3151502013', '-0.3070325553', '-1.528474331', '-0.5587071776', '-0.4352403283', '-0.7930158973']","['-2.969972372', '-3.807082653', '-2.896420479', '-2.695422411', '-2.8592031', '-3.013003826', '-3.273766279', '-3.575960875', '-3.186886072', '-2.984874249', '-3.456580162', '-3.225217819', '-2.689766407', '-2.681918621', '-3.894366741', '-2.995457649', '-3.373354197', '-4.020739079', '-3.260843277']"
1286,"['0.6128935814', '-2.074342728', '-1.519551158', '-0.2097320557', '-2.493197203', '-1.870860457', '-1.719914675', '-1.317019105', '-3.995129108', '-2.774816275', '-0.5783948898', '-4.360227108', '-2.850566864', '0.2248166203', '-2.641219616', '-4.142250061', '-2.848736763', '0.5632967949', '-2.077190876']","['0.3200102448', '-0.7706830502', '-1.440398812', '-1.305512667', '-2.229531288', '0.4270094633', '-0.3616882265', '-0.6467203498', '-1.497524381', '-1.531922221', '-0.5420370102', '-2.581626177', '-2.166725636', '-0.9178686142', '-2.454309225', '-2.56423521', '-2.395551443', '-0.2442691177', '-2.304010391']","['-0.9028900266', '-2.196210623', '-1.884834051', '-0.8583400249', '-2.384468555', '-3.690795183', '-2.51339221', '-0.6609856486', '-2.736917734', '-2.057498932', '-0.8036843538', '-2.155050993', '-1.856611729', '0.08572111279', '-2.571722746', '-3.053682566', '-2.266202927', '-0.2955617607', '-1.939415455']","['-0.1638870239', '-1.692115188', '-1.949630976', '-1.44995904', '-2.105256081', '-0.5822110176', '-0.484365195', '-0.05824966729', '-1.621863842', '-1.42952466', '-1.085202336', '-2.027926207', '-2.184571981', '-1.651565313', '0.06543519348', '-1.17779088', '-0.6714193225', '0.4977533817', '-1.537311316']","['-3.288634062', '-4.229374886', '-3.621092558', '-3.23402524', '-3.101187468', '-3.941411495', '-3.833054543', '-3.480586767', '-4.34765625', '-3.489859104', '-2.674345255', '-3.721935987', '-2.333148003', '-0.4111026227', '-3.528780222', '-3.752928734', '-2.982530117', '-1.674742341', '-1.558738112']","['-2.948016167', '-4.0184865', '-3.980556011', '-3.45463419', '-4.247813702', '-3.155556679', '-3.234535217', '-2.608990431', '-4.418520927', '-3.573507786', '-2.318364143', '-4.886929035', '-3.467037439', '-1.507613897', '-3.405770779', '-4.526829243', '-3.529907942', '-1.076122999', '-3.167675257']"
1294,"['-0.4920840263', '-0.4255000651', '-0.2741154134', '-0.8750596642', '-0.3962616324', '-0.8671123981', '-1.06562078', '-0.9395881295', '0.116874069', '-0.0931956619', '-0.02899507992', '0.08548855782', '-0.1271511465', '-0.161681354', '-1.127222538', '0.5699229836', '-0.3450005949', '0.1724704057', '-0.4372326434']","['0.8964008093', '-0.5786235929', '0.06114922091', '0.2949564457', '-0.2344043702', '0.01152645703', '1.24961102', '1.02493453', '0.2179969847', '0.7664824724', '0.591065526', '-0.219794631', '0.1816937029', '0.5932082534', '0.07514450699', '0.4910874367', '0.09515011311', '0.2616880238', '0.4004503787']","['-0.1212624013', '-0.05540326983', '-0.5145299435', '-2.390409231', '-1.86582005', '0.2104671001', '0.2413851023', '-1.534340858', '0.5633926392', '0.1686541736', '-3.132352591', '-0.5109086037', '-1.932986259', '-3.998203278', '-1.288490534', '0.4779363573', '-0.8336657286', '-4.098064423', '-1.529815435']","['0.5762294531', '1.53702271', '0.6380089521', '0.1894122362', '0.1487939209', '0.6428589821', '0.8200436234', '1.154541016', '1.194305778', '0.6796732545', '0.0822487101', '-0.666492641', '-0.6361411214', '-0.8746692538', '1.573793411', '0.8291475773', '0.6949104071', '-0.4832665026', '-1.271158218']","['1.396623254', '-0.4885666072', '0.1062545776', '0.5086230636', '-0.06414236128', '0.5487103462', '2.138670921', '-0.2870618701', '0.5681988597', '1.642386436', '0.3985975981', '-1.373036504', '-0.1282455474', '0.6015681028', '1.931786776', '1.596808434', '1.324959874', '-0.3516846001', '-0.4074774683']","['-0.05321234092', '-0.2174063176', '-0.3280188441', '-1.2654351', '-0.9634586573', '0.7166304588', '0.7333171964', '0.1233746558', '0.5575398803', '0.8431777358', '-0.3632482588', '-0.6729821563', '-0.2980211377', '-0.6988094449', '0.7307652235', '0.9619833827', '0.4029237628', '-0.9611908793', '-0.4111429155']"
1301,"['-1.784675956', '-1.577834845', '-0.9213499427', '0.473603785', '-0.174666062', '-1.251456141', '-1.551224709', '-1.055629134', '-0.6049981117', '-0.2337023914', '1.063186288', '-0.8420997262', '-0.1927499175', '0.6726868153', '-1.607999086', '-0.7389999628', '-0.4285662472', '0.7684586048', '-0.9985367656']","['0.01163458917', '-1.143559575', '-1.764098763', '-1.990752459', '-2.151343107', '0.2259854078', '0.7453967929', '-0.8480507731', '-0.4470092356', '-1.137306094', '-2.110650301', '-1.258670807', '-1.483384609', '-1.679828763', '0.3232086599', '-0.3852130473', '-0.9547256827', '-1.949529171', '-1.105475068']","['-2.008779764', '-0.7667280436', '-0.252995342', '0.5208957195', '0.8402820826', '-1.880203843', '-2.522542953', '-1.046652317', '-1.027987242', '-0.4571907222', '0.08180978149', '1.188946128', '1.887794852', '0.5333235264', '-1.872989535', '-1.036446691', '-0.3645202219', '0.09279544652', '2.103302717']","['1.171958685', '1.301009655', '1.080731988', '1.06406641', '0.5934659839', '-0.01346085686', '1.415142298', '1.367531657', '0.06332919747', '0.7165905237', '0.4335672855', '0.2298375815', '-0.4837769568', '0.3594889343', '0.9559115767', '-0.7685971856', '-0.3242897093', '-0.3958997726', '-1.829443932']","['-0.9684743881', '-1.064202428', '-2.893187761', '-3.561809063', '-3.736384392', '0.7017838359', '0.5889128447', '-1.725534081', '0.2417380959', '-1.422683954', '-2.932410717', '-1.845000863', '-3.305618048', '-2.871181488', '0.7693631649', '0.3378421068', '-0.1189620644', '-0.9870254397', '-2.048881054']","['-1.488447905', '-2.393366814', '-2.788763046', '-1.620230079', '-3.030156851', '-1.048151135', '-1.450422406', '-1.991484404', '-1.632300735', '-2.458791971', '-2.055347919', '-2.835293531', '-3.266809464', '-1.877310395', '-1.377793312', '-1.484092712', '-2.019210577', '-1.96882081', '-3.10210681']"
1302,"['-1.933256626', '-2.978992701', '-2.050648928', '-1.574563742', '-2.844932556', '-2.723557234', '-2.403798819', '-1.49019146', '-2.574209213', '-2.674653292', '-1.938707232', '-2.551226616', '-2.87610054', '-2.891474485', '-2.112459898', '-2.655245304', '-2.590820312', '-1.775047183', '-2.980121613']","['-1.78390348', '-4.239865303', '-1.354104757', '0.7612842321', '-0.5565568805', '-2.841006517', '-1.282749891', '0.1417019516', '-2.765585661', '-1.032018661', '-0.2624270022', '-1.888566375', '-0.5143623948', '-1.069177151', '-0.890881598', '-2.016792059', '-1.125252366', '-1.015790105', '-1.009952426']","['-1.669936419', '-2.666910648', '-1.617298722', '-0.6186376214', '-1.783490777', '-2.110919952', '-1.403887987', '-0.8774333596', '-2.140077591', '-1.587179184', '-1.40385747', '-2.349592686', '-1.796593189', '-2.206186056', '-0.9920685887', '-0.9883282781', '-1.383430004', '-1.839942217', '-1.531753659']","['0.7933184505', '-0.3090916276', '0.9064878821', '1.307733655', '2.33206749', '0.5651584268', '1.621714592', '1.893364072', '-0.3364957571', '1.191824675', '1.491186976', '0.3426453173', '1.75106895', '1.835000873', '1.924066067', '0.2446218133', '1.60618782', '1.785351634', '2.067539215']","['-1.655715466', '-3.034669399', '-1.961142659', '-1.298220634', '-2.064611912', '-1.854308605', '-0.9178168774', '-0.7942430377', '-2.548089504', '-1.481013536', '-1.184264302', '-3.015022039', '-2.207589388', '-2.495166779', '-0.0507744737', '-1.408771157', '-1.271594286', '-1.619529963', '-2.755907536']","['-0.7922622561', '-1.489596009', '-1.369417548', '-0.8137868047', '-1.743469', '-1.464928269', '-2.06608963', '-1.481233239', '-2.177791834', '-2.465651274', '-1.688255906', '-2.449678183', '-2.52661705', '-2.39296937', '-2.380383253', '-2.464548349', '-2.727248669', '-1.694439292', '-2.614101171']"
1303,"['-1.165949464', '-0.02393843792', '-0.9455761313', '-3.457657576', '-0.91104877', '-0.8765625358', '-1.539118648', '-2.860532522', '-1.685695291', '-1.249185085', '-2.581083298', '-1.467103839', '-0.7916089296', '-1.891699672', '-1.890981793', '-2.788081646', '-2.074635744', '-1.847374201', '-1.657537341']","['-0.9471399784', '-1.603808165', '-0.9472637177', '-1.936090112', '-1.109712243', '-1.429985642', '-1.035578847', '-1.298376083', '-2.12996459', '-1.13941443', '-2.32419467', '-2.004725933', '-1.605657816', '-2.862312794', '-1.609455943', '-1.943364382', '-1.738421559', '-2.116060257', '-2.025661945']","['-0.8543792963', '-1.766423345', '-1.496875882', '-4.294773579', '-2.91412735', '-1.19256711', '-1.648302674', '-3.015842676', '-2.845359802', '-2.576523781', '-4.620479584', '-3.94364953', '-4.101110935', '-5.135181904', '-3.7030375', '-3.880115032', '-3.939758301', '-4.447343349', '-3.993925333']","['2.237964869', '1.340060115', '1.879008651', '1.208600879', '0.6382684112', '2.059782028', '2.326093912', '0.2056951672', '0.494610548', '1.948134422', '0.7415977716', '0.6120161414', '2.209483862', '1.341982365', '1.707605958', '0.1880728453', '1.32294786', '0.5229491591', '1.80418241']","['-0.2154925913', '0.4205924273', '-0.3297807872', '-3.211628199', '-1.129713416', '-1.48677516', '-1.699384332', '-2.184623003', '-1.557512641', '-1.865310192', '-3.334695101', '-1.629817963', '-1.98903966', '-3.639820576', '-3.841786385', '-3.43693614', '-3.523967266', '-3.153702974', '-2.966480017']","['3.268901825', '1.513216734', '1.795969725', '-0.487303853', '-0.7039868236', '2.84069252', '3.369575739', '-0.6614949703', '1.459026456', '2.454709291', '-0.2796369791', '0.1132200807', '1.081290603', '-0.3534586132', '0.5339597464', '0.03653220832', '0.3131416738', '-1.717086315', '0.2932199538']"
3116,"['-3.394851446', '-2.800611019', '-3.018419266', '-2.654808044', '-2.543703556', '-2.419217587', '-2.057090044', '-1.904821515', '-2.735881805', '-2.323071957', '-1.662659168', '-3.072190046', '-2.99189353', '-2.018579483', '-2.679073095', '-2.887016773', '-3.057655096', '-2.28148675', '-3.800538778']","['0.4710803628', '-0.8991042972', '-0.3643036783', '-0.3999476433', '-1.521252513', '0.3727084994', '0.03602920845', '-0.104548797', '-1.005019546', '-0.3873462677', '-0.02132393979', '-2.391826391', '-1.519623876', '-0.2825560272', '-0.5013445616', '-0.7430959344', '-0.6124984026', '-0.317772001', '-1.031338453']","['-1.380584002', '-1.562986255', '-1.258722425', '-1.565356255', '-2.378680229', '-1.435491443', '-1.072768927', '-0.8960589767', '-1.496789694', '-0.9034218192', '-0.9237756729', '-2.412057161', '-2.042873383', '-1.576023579', '-1.929583669', '-1.754432201', '-2.165193558', '-1.766988754', '-2.63814044']","['-0.05570438132', '0.3314071', '0.2024383545', '0.1882302463', '0.2495395988', '0.7846387625', '0.5544333458', '0.4369878769', '1.040943027', '1.015972614', '0.5114348531', '0.2894235849', '0.6748423576', '0.3351520896', '0.3149008751', '0.6165485978', '0.5510038137', '0.2554119825', '0.4453009367']","['-3.120187759', '-2.884209871', '-3.147205353', '-3.927559614', '-4.024281979', '-3.081308126', '-2.514566183', '-1.579792142', '-4.264744759', '-3.381332636', '-2.037855148', '-5.275278568', '-4.593410969', '-2.526121855', '-2.083525658', '-4.12372303', '-3.169514894', '-1.056293964', '-4.110865593']","['0.005269187037', '2.027493715', '1.521987557', '0.7036203742', '1.2783494', '-0.6422613263', '-0.5322138667', '-0.3739870787', '0.5939987898', '-0.03039282933', '-0.1996729374', '0.7395415902', '0.4028963149', '0.1712366045', '-0.5166618824', '-0.1268681735', '-0.2396310717', '-0.3678884208', '0.5296638012']"
3122,"['0.3040450215', '1.051863551', '0.3434138596', '-0.9529623985', '-0.03569331393', '0.8948091865', '-0.1111972779', '-1.794949174', '0.7345924973', '-0.1400701404', '-1.723155379', '0.2830151618', '-0.131434083', '-1.225353837', '-0.7284564972', '0.5120612383', '-0.4559172094', '-1.692264915', '0.120020546']","['-1.447788954', '-1.292898059', '-1.717231393', '-1.658093929', '-2.173259258', '-0.5394327044', '-0.7415362597', '-0.8175043464', '-0.2090168893', '-0.7622903585', '-1.716654301', '-0.2306547761', '-1.068866014', '-2.230364799', '-0.9410315156', '0.2094290406', '-0.488953203', '-2.326772451', '-0.5279288888']","['5.840132713', '4.506712914', '5.073622227', '5.338454723', '4.162549973', '5.106650352', '5.388638496', '6.186434269', '4.117938995', '4.38398838', '4.895992756', '3.407801151', '3.765742302', '3.219735384', '5.220380306', '3.70668602', '3.777194023', '4.312659264', '2.909427404']","['1.240568995', '0.9032840729', '1.653162599', '2.113974333', '1.995072722', '1.053758144', '1.361166358', '2.466055393', '1.243773818', '1.663683176', '2.672233582', '1.282207012', '2.124355793', '2.928165197', '1.223335624', '1.348502874', '1.588214993', '2.503919363', '1.896169901']","['0.8534856439', '0.4163268209', '0.1251437962', '-1.225720167', '-1.529073358', '1.707542062', '1.106573343', '-0.8356547356', '1.193441987', '0.6535274386', '-1.190339684', '0.05425465479', '-0.3284529746', '-1.417819619', '1.396684289', '1.916568398', '1.016437531', '-0.9196953177', '-0.04970259964']","['-2.406438589', '-2.53347826', '-2.646639824', '-2.282824516', '-2.765686035', '-2.127210379', '-2.269347906', '-1.920671105', '-1.847394705', '-2.335758209', '-2.254116535', '-1.565984845', '-2.200891733', '-2.298786402', '-2.358642578', '-1.198106647', '-2.35564208', '-2.371335983', '-2.184873581']"
