sub_id,fri_win,fri_loss,str_win,str_loss,comp_win,comp_loss
3125,"['-1.861601949', '-0.7045704722', '-1.915037274', '-3.399890661', '-1.791442156', '-1.604241133', '-3.151855707', '-4.657623768', '-1.421157479', '-2.44758153', '-3.711330175', '-1.208981037', '-1.723870039', '-2.657196283', '-3.084124565', '-2.334116697', '-2.670189142', '-2.310711861', '-2.293209076']","['2.374564648', '0.8395025134', '0.8773471713', '0.3373529911', '-0.293250829', '0.2221477628', '-0.4030399024', '-2.471929312', '-0.4658527076', '-0.6282507777', '-1.325266361', '-0.8755768538', '-0.6851891279', '-0.6999360323', '-1.486223459', '-1.24454844', '-0.8114584088', '-0.8324053884', '-0.3068928123']","['-3.792099237', '-2.634272099', '-3.209122419', '-1.968097925', '-3.045716286', '-2.787382364', '-2.604121923', '-1.997422099', '-2.183244705', '-2.373633146', '-1.212424994', '-3.172131538', '-3.051576376', '-0.8902652264', '-1.426881671', '-2.638008595', '-1.709131241', '-0.8209789395', '-2.622902393']","['-2.200440645', '-1.490894675', '-0.9212050438', '0.3251979053', '-0.3952293396', '-2.691520452', '-2.692934513', '-1.096404433', '-2.890459061', '-2.751754761', '0.1012072191', '-1.922054529', '-1.312342882', '0.8161714077', '-0.9484429359', '-2.670363665', '-1.589464068', '-0.119165048', '-0.9140050411']","['-1.364972949', '-0.9609271884', '-1.683433652', '-2.81759119', '-1.697398424', '-1.395677447', '-2.405624151', '-4.709180832', '-1.585919619', '-2.703961849', '-3.885238886', '-1.615479589', '-2.033006907', '-2.027806997', '-2.520217657', '-2.620517969', '-3.329276323', '-3.764363766', '-2.943959236']","['-1.308867216', '1.1793437', '1.313532114', '0.5486727953', '1.969110966', '-0.916590631', '-1.455991745', '0.08520082384', '-0.5392825007', '-0.4833334386', '0.51596874', '-0.01729853824', '0.4296345413', '0.7724590302', '-0.4824691117', '-1.043714285', '-0.5904608965', '0.4582823515', '-0.118560195']"
3140,"['-2.683644533', '-2.667373657', '-2.438335419', '-3.034012794', '-2.163574457', '-4.126333714', '-3.20338273', '-2.762139797', '-3.70942831', '-3.332572222', '-3.318733215', '-3.119577646', '-2.994692326', '-2.954879522', '-2.986887455', '-4.089390278', '-3.400185108', '-2.751651764', '-3.282880068']","['1.149261832', '0.7257029414', '0.8784767389', '-0.410122633', '1.055947661', '0.8845490813', '0.9282160401', '0.5215863585', '0.713783443', '1.110609055', '0.1598380953', '0.2869215608', '1.106317043', '0.3287704587', '0.3382177353', '0.9021309018', '1.316308975', '1.047124982', '1.437988162']","['-1.789705753', '-2.167806387', '-1.111126065', '-1.186507463', '-0.5158110261', '-2.700505257', '-1.39523375', '-0.3282821476', '-2.477964163', '-1.283405542', '-0.4451658428', '-1.881546617', '-0.8724458218', '-0.28526631', '-1.035726666', '-1.944613099', '-1.166215897', '-0.1310304403', '-1.183604956']","['-0.06296329945', '-0.5054164529', '0.254951179', '-0.4098839164', '0.3461473286', '-0.5609741211', '0.5967562795', '1.196119308', '-0.2286317796', '0.6021872163', '0.4677110612', '-0.2778980434', '0.3229373395', '0.01412553247', '0.4666282833', '0.1304686666', '0.6175484657', '0.9227389693', '0.1560868174']","['0.04455334693', '-1.13521862', '-0.4276411533', '-0.2011282742', '-1.219816089', '-0.6810370684', '-0.1923122406', '-0.1844967008', '-1.188770652', '-0.707991302', '-0.4191936851', '-1.148103237', '-1.043156147', '-0.7199493647', '-0.4438330531', '-0.9800454378', '-0.891230166', '-0.1496873647', '-0.7771859169']","['-1.913644791', '-2.224654436', '-1.096216679', '-1.30641377', '-0.9639322162', '-3.013154745', '-1.228007078', '-0.485585928', '-2.25579834', '-1.06445682', '-1.043245673', '-2.286926985', '-1.300364375', '-1.362878084', '-1.303136349', '-2.584104061', '-1.354691863', '-0.4809651971', '-1.309126496']"
3143,"['-4.812706947', '-3.1803267', '-3.950778008', '-3.554169893', '-3.55387044', '-4.522476673', '-5.834679604', '-5.109774113', '-2.774533272', '-4.705886364', '-4.83671236', '-1.782240987', '-3.452858686', '-4.530687332', '-5.013879299', '-1.812009215', '-4.019561768', '-4.530826092', '-3.534057617']","['-5.568559647', '-4.669313908', '-5.377630711', '-5.792725563', '-5.534063816', '-5.879209995', '-6.079218388', '-5.067507744', '-4.405129433', '-5.190780163', '-5.138576508', '-3.642193079', '-5.017721653', '-6.285651207', '-6.213616371', '-3.842619896', '-5.505963326', '-5.187810421', '-5.701235771']","['-3.32274127', '-3.071158171', '-3.622596741', '-3.50496769', '-3.719792604', '-1.880887032', '-3.046984196', '-3.171243668', '-1.982063055', '-3.030800581', '-3.16240859', '-2.097323895', '-2.828491926', '-3.188687563', '-1.745982647', '0.3971139491', '-1.044293761', '-2.14498353', '-0.8611721992']","['-1.213394046', '-1.988934398', '-1.989990234', '-1.687541485', '-3.207487345', '-0.6058720946', '-1.433941722', '-1.969454646', '-0.9782321453', '-2.273630142', '-2.340718508', '-2.523792505', '-3.27862978', '-2.745027304', '-1.091537714', '0.5415670276', '-1.22537756', '-2.275276184', '-1.876529813']","['-4.962626457', '-2.643874168', '-4.01608181', '-5.595945835', '-4.42758131', '-4.395982265', '-5.423871517', '-5.282554626', '-3.11184454', '-4.972380161', '-5.915132046', '-2.904089212', '-4.87082243', '-6.488449097', '-5.112463951', '-2.112466097', '-4.934114933', '-5.786931515', '-5.229133606']","['-3.590230942', '-2.647930145', '-3.06897974', '-3.654844284', '-3.256369352', '-2.960091114', '-3.83681345', '-3.623405218', '-1.782803655', '-3.286277533', '-3.471659422', '-2.336850882', '-3.780511379', '-4.066185474', '-3.03140521', '-1.114101768', '-3.261509418', '-3.247069359', '-4.24107933']"
3166,"['0.4090002775', '-0.3897822499', '-0.1321094185', '0.6299639344', '-0.4813823104', '0.8015090227', '0.4388295412', '0.6111224294', '-0.2864630222', '-0.5497868657', '0.03865657002', '-0.3353783786', '-0.3906234801', '-0.3962613642', '0.4788272381', '0.02729415707', '-0.4806151986', '-0.02547235414', '0.2394394726']","['0.02778214775', '-0.4035048187', '-0.290065378', '0.09915841371', '-0.5893628597', '0.6419349909', '0.8026663065', '0.9331645966', '-0.3567928076', '-0.4054987431', '-0.02485024929', '-0.5183326006', '-0.5302321315', '-0.4017204642', '0.8542302847', '-0.1834297031', '-0.3480733037', '0.05613937229', '-0.1967965961']","['-2.547797441', '-3.440204144', '-2.583947897', '-1.369009376', '-2.66512537', '-2.010741234', '-1.792655349', '-1.942857146', '-3.324084997', '-3.251269817', '-2.517553091', '-3.386102438', '-3.216980934', '-2.671173334', '-1.196829915', '-2.476424694', '-3.076269388', '-3.145372391', '-2.866326571']","['-0.711411953', '-1.141046882', '-0.1102486253', '0.9386730194', '-0.5617054701', '-0.9864528179', '-0.4736033678', '-0.2659457326', '-1.618821144', '-1.053062558', '-0.3827375472', '-2.323474407', '-1.692317843', '-0.9510349035', '-0.2436543852', '-1.367691398', '-1.534335971', '-1.361716747', '-2.220704317']","['-0.7458256483', '-0.9578834176', '-0.7094397545', '-0.2456284463', '-0.6312199831', '-0.5162290335', '-0.7904322147', '0.05931604281', '-0.8462437391', '-1.022721887', '-0.6550422907', '-1.375563145', '-1.119418383', '-1.192815781', '-0.6062336564', '-0.3240413368', '-0.7170475125', '-0.7708565593', '-1.27781105']","['-0.3721336722', '-0.8908026218', '0.2515733242', '0.8201777339', '0.4458710551', '-0.7252194881', '-0.07894301414', '0.06700360775', '-0.9324234128', '-0.3130031228', '0.002080095233', '-0.8444784284', '-0.3433752656', '-0.3069987297', '-0.05403961614', '-0.4680302739', '-0.2837631106', '-0.3339718282', '-0.3700589538']"
3167,"['-3.435884953', '-2.249238729', '-3.308313847', '-4.08773756', '-2.436572313', '-5.634662151', '-6.348685741', '-4.546180248', '-5.422132969', '-6.204108238', '-5.044984341', '-2.71073842', '-3.686773062', '-4.12257576', '-7.469846725', '-6.639228821', '-8.053852081', '-6.372508049', '-4.647138596']","['-1.949875832', '-1.760196686', '-1.966960549', '-2.617896795', '-1.165176034', '-4.345077991', '-4.204497337', '-3.495474577', '-3.240865469', '-3.506119013', '-3.413747787', '-0.7569445968', '-1.442159653', '-1.884289026', '-5.556760311', '-3.441358328', '-4.63305378', '-4.533111095', '-1.892170548']","['1.670320392', '2.026436329', '1.224425793', '-0.3438366354', '1.408733368', '1.16928947', '0.6190508008', '-1.219147801', '1.161684394', '0.04027546197', '-1.095173955', '1.48636055', '0.489495188', '0.5250663161', '0.07302048802', '0.7087564468', '-0.1647302508', '-0.798150003', '0.7201783061']","['-1.109981537', '0.541479528', '-0.4593096972', '-1.303888083', '0.2909828126', '-1.259635091', '-1.828733802', '-2.186163902', '-1.196821094', '-2.079555988', '-1.652400374', '-0.4576756954', '-1.236957669', '-0.3851117492', '-3.014851332', '-2.155222654', '-3.056880236', '-2.049129725', '-1.807325959']","['-3.23510766', '-1.457974553', '-2.891108751', '-4.122888088', '-2.524195194', '-2.987291098', '-3.62289834', '-3.880144835', '-2.349858761', '-4.046420574', '-4.632557392', '-1.31976378', '-3.192701101', '-4.242211342', '-4.528962135', '-3.117842197', '-5.422617912', '-4.974019527', '-3.79927516']","['-2.584105492', '0.2944635749', '-1.108605862', '-2.178472042', '0.1249201521', '-1.811406255', '-2.748211861', '-2.066930056', '-0.7637969255', '-2.01381278', '-2.204803705', '1.580621362', '0.1225294247', '-0.8707231879', '-3.744033098', '-2.542392969', '-4.021118641', '-3.638337135', '-1.271081686']"
3170,"['-1.000594616', '-0.7593253851', '-0.6440983415', '-1.561855197', '-0.9783186913', '-1.164324522', '-0.7889284492', '-0.6446096897', '-1.131474137', '-0.5971672535', '-0.746172905', '-1.614704251', '-0.806838274', '-1.07889545', '0.02422941476', '-1.161023617', '-0.7938839197', '0.2219951302', '-1.206757903']","['-1.496620178', '-2.579432487', '-2.291614532', '-3.339392185', '-3.163613081', '-1.609095812', '-1.851514459', '-2.0208323', '-3.120625496', '-2.503110886', '-2.531092167', '-3.761213303', '-2.800563335', '-2.986178875', '-1.412864208', '-2.472762823', '-2.311636925', '-1.244177103', '-2.60071373']","['0.2074109167', '-1.406933546', '-0.6729325056', '0.4113022089', '-1.117317319', '-0.5747584105', '-0.4861655831', '1.028311253', '-1.652442932', '-1.192019701', '-0.1967577189', '-1.265050769', '-1.278011918', '-0.9727541804', '-0.9149308801', '-1.346563816', '-1.665082216', '-0.8631365895', '-1.479621649']","['1.685619593', '0.930727005', '0.8962948322', '2.173588276', '-0.1374715865', '-0.6910772324', '0.6084370613', '2.592880487', '-0.3514991403', '-0.02480797097', '1.553809762', '0.3362140357', '-0.1382430345', '0.6662061214', '-0.9994257092', '-1.180374861', '-0.7601669431', '0.8278008699', '-0.5858207345']","['0.9346100092', '-0.5908634067', '-0.0509560667', '-0.2876942456', '-1.335176945', '-0.3331605792', '0.848487854', '1.219595551', '-1.019302011', '-0.2183563262', '0.1228235513', '-1.594511986', '-1.583020449', '-1.38405633', '-0.07376990467', '-1.267118692', '-0.9619007111', '-0.2163166851', '-1.956887603']","['-2.243007898', '-3.325661182', '-3.111169577', '-2.399080753', '-3.452377796', '-1.43982935', '-2.35837388', '-1.003055811', '-2.939375877', '-3.322726011', '-2.063248396', '-3.104700804', '-3.13488555', '-2.460350513', '-1.145583272', '-1.75375092', '-2.577136993', '-0.7331953645', '-2.572473764']"
3173,"['-3.00682497', '-2.478748322', '-1.484193563', '-2.090459347', '-2.076459646', '-5.175843716', '-4.968862057', '-4.79322052', '-4.077981472', '-3.840871096', '-3.824633121', '-3.943115234', '-3.545305252', '-3.482249498', '-4.750048637', '-4.545426846', '-4.640730381', '-4.659787655', '-4.985236645']","['-3.241672754', '-4.950760365', '-3.135499954', '-3.277111053', '-4.799440384', '-4.473544598', '-4.434775352', '-5.144427776', '-5.708024025', '-4.903030872', '-4.500233173', '-6.274090767', '-5.528599262', '-4.834573269', '-2.936656237', '-3.93297267', '-3.753639698', '-5.047557831', '-5.059035301']","['-2.110183001', '-3.974975109', '-2.45476675', '-3.058044434', '-4.739817619', '-3.711286068', '-4.596385956', '-5.196017742', '-5.847708225', '-5.930613995', '-5.686961174', '-7.130012989', '-6.759828568', '-6.360861778', '-4.241258621', '-5.243080139', '-5.578154087', '-6.093924999', '-6.890681744']","['-2.088321209', '-2.037180662', '-1.161185145', '-1.243205905', '-2.247346878', '-3.303483725', '-3.53148365', '-2.54764533', '-3.743852615', '-3.283652067', '-2.168678999', '-4.228390694', '-3.652574062', '-2.837652922', '-3.627663851', '-4.685663223', '-4.486639977', '-2.86854887', '-4.58498621']","['-1.044132829', '-2.884828329', '-2.116070032', '-2.116666079', '-3.225028753', '-2.790109396', '-3.022451878', '-3.520374537', '-4.746859074', '-5.317373753', '-4.818362236', '-4.943602085', '-5.166715622', '-4.627776146', '-4.521273613', '-5.513674736', '-5.880380154', '-5.576203346', '-5.752972126']","['-1.44276309', '-1.835266948', '-0.5429037213', '-0.7849050164', '-1.483030796', '-5.619123459', '-5.660117626', '-4.549482822', '-4.823337078', '-4.781808376', '-3.688957214', '-4.288216591', '-3.801057816', '-2.798352718', '-6.237910748', '-6.341792107', '-6.365719795', '-4.868610382', '-5.563318253']"
3176,"['-2.33028245', '-2.940473318', '-2.651237011', '-3.208759785', '-3.181485891', '-0.8183792233', '-1.55890882', '-2.393582582', '-1.572306037', '-2.083114147', '-2.408103228', '-1.842037201', '-1.853451729', '-1.652548671', '0.08926532418', '0.01951068826', '-0.7877946496', '-1.136156321', '-0.5674184561']","['-0.2624423206', '-1.748717189', '-2.067919254', '-2.892094612', '-3.257241011', '-0.2466065437', '-0.5448944569', '-2.266674995', '-1.086920977', '-1.636456609', '-2.599111795', '-1.831631303', '-1.990188956', '-1.853593826', '-0.6118603945', '-0.3456246853', '-0.7857221365', '-1.303075314', '-0.8503023386']","['-3.082075834', '-5.035569191', '-3.526594877', '-5.064608574', '-3.896793604', '-3.153534651', '-2.198836565', '-3.845605135', '-3.588202238', '-2.517640352', '-4.013317585', '-3.820180893', '-2.71681428', '-3.49030447', '-1.461521983', '-2.690701723', '-2.518583298', '-3.621752977', '-2.37582016']","['-1.344550967', '-2.413141489', '-1.592391133', '-1.731350899', '-1.355983138', '-1.480801105', '-0.9548544288', '-1.236799598', '-1.768936992', '-0.948356092', '-0.9984534383', '-1.598072767', '-0.5069961548', '-0.5847303271', '-0.5221381187', '-1.521267891', '-1.010749578', '-0.8891115189', '-0.9744408727']","['-1.434343815', '-1.555325747', '-1.036446333', '-1.977389097', '-0.9751259089', '-0.5419766307', '-0.2928328514', '-1.964263082', '-0.9310460687', '-0.4278463721', '-1.914286613', '-1.077105761', '-0.7222936749', '-1.809853315', '-0.5915901661', '-1.380434036', '-1.440362573', '-2.8632164', '-1.364602089']","['-2.284413099', '-3.311659098', '-3.438731909', '-4.060612679', '-4.022041321', '-1.376505136', '-2.221277475', '-3.947481155', '-2.774263382', '-3.393159628', '-4.011531353', '-2.842152596', '-2.873148441', '-2.674137354', '-0.7411997318', '-0.833029151', '-1.80349648', '-2.185119867', '-1.077128291']"
3189,"['-6.390515327', '-5.42149353', '-5.899169922', '-7.503050804', '-5.192817688', '-5.271878719', '-6.067503929', '-6.385808468', '-4.571936607', '-5.563453674', '-6.465922832', '-4.489009857', '-4.546186447', '-6.045892239', '-3.770355225', '-2.966607094', '-3.71340847', '-5.123834133', '-4.313047409']","['-2.548259497', '-2.771747828', '-2.719121218', '-3.644870281', '-2.832837105', '-3.157323122', '-2.58803916', '-2.795821905', '-2.82661438', '-3.384726048', '-3.856482983', '-2.703141451', '-2.687356472', '-3.58237958', '-1.499569058', '-2.258684635', '-2.638351679', '-3.346745729', '-2.457456827']","['-3.204239607', '-3.787745237', '-3.558877707', '-3.361658096', '-3.000596046', '-1.52211082', '-2.706167459', '-2.426522017', '-2.500936985', '-3.189061403', '-3.041602612', '-2.857294321', '-2.333207607', '-2.255373001', '-0.5404623747', '-0.6032043695', '-2.123541832', '-2.167391062', '-2.843567133']","['-2.535703659', '-3.97986412', '-3.415704012', '-2.236368895', '-2.904539824', '-1.040137768', '-1.572381616', '-1.079251766', '-1.903582811', '-2.117592573', '-1.565680623', '-1.83676672', '-1.280135989', '-1.276669264', '0.6680383682', '0.3997339904', '-0.8359816074', '-1.352092385', '-1.151669025']","['-3.684085846', '-3.863242388', '-4.483746052', '-5.805508137', '-3.735081673', '-3.55173111', '-4.134111881', '-3.090539455', '-3.684783697', '-4.737391472', '-4.693321705', '-3.920446157', '-3.446417093', '-4.658493996', '-3.102974892', '-3.09392643', '-3.466017723', '-3.087116957', '-3.657765865']","['-1.926564813', '-1.702094674', '-2.019636631', '-3.173536539', '-2.092202663', '-0.9328590035', '-1.549700499', '-1.799502254', '-1.127207875', '-2.091681004', '-3.056251049', '-1.460438132', '-1.921013594', '-3.397361994', '-0.959823668', '-0.4482031167', '-1.206478357', '-2.472920179', '-1.462312579']"
3190,"['-3.222035408', '-2.249934435', '-2.22043848', '-2.172481775', '-1.405418634', '-2.32088542', '-2.483812809', '-1.967343688', '-1.448965073', '-1.473839998', '-1.591077805', '-1.274293065', '-0.93875283', '-0.8880519271', '-2.756907463', '-2.864523649', '-2.57927084', '-2.785507202', '-1.652348399']","['0.05382054299', '0.5300575495', '0.6552994847', '0.2944743037', '0.7226409912', '0.2429851592', '0.1716680378', '-0.2889419794', '0.0866734013', '-0.2113804966', '-0.7607836723', '0.01818089932', '-0.1911788285', '-0.5693410039', '0.4227653146', '-0.3898096979', '-0.6807355285', '-0.7925897837', '-1.661726117']","['-1.887371898', '0.2971241474', '0.4455997646', '-0.6125102043', '0.6099272966', '-1.212646484', '-1.304100037', '-1.212055802', '0.6324747801', '0.8355694413', '-0.2146908939', '0.97965765', '1.128922701', '0.3231255114', '-2.391951084', '-1.664496779', '-1.49923408', '-1.999980211', '0.7211685181']","['-2.92203021', '-1.668884993', '-1.561125398', '-3.038326502', '-1.995657802', '-2.718524456', '-2.003103733', '-2.683702946', '-1.361026287', '-1.281293988', '-2.509432077', '-1.610972285', '-1.709131837', '-2.873253345', '-2.886542559', '-3.05693531', '-2.680931807', '-3.247420311', '-2.139331579']","['1.188995242', '0.1619674712', '-0.159480229', '0.5493456125', '-0.4548063278', '0.7782025337', '0.9082129002', '1.833391666', '-0.2878726423', '-0.6049348116', '0.8092491627', '-0.5863279104', '-0.8342066407', '0.02712611482', '1.528213501', '0.7728773952', '0.05055741593', '0.8867365122', '-1.162949681']","['-1.381271124', '-0.7606158853', '-0.9320440888', '0.1597591639', '-1.188005209', '-0.07080280036', '-0.2649619579', '-0.2329621464', '-0.1866850853', '-0.6585187316', '-0.4195964038', '-1.232796073', '-1.547954082', '-0.9807519913', '1.041537166', '0.8423096538', '0.1341268569', '-0.07242803276', '-1.456294894']"
3200,"['-1.099597931', '-2.513667583', '-1.564573884', '-2.115832329', '-1.98116672', '-0.2847603559', '-0.3848282397', '-1.310730457', '-0.8688389659', '-0.253449589', '-1.086221337', '-1.906323195', '-0.9171897173', '-1.661233902', '0.164723292', '0.6562085152', '0.8244922161', '0.5602641702', '0.2324193716']","['-3.05222106', '-3.756374598', '-3.405976057', '-4.161803722', '-3.779476643', '-2.787005663', '-2.897305965', '-3.427497625', '-3.065109253', '-2.712225676', '-3.610239267', '-3.527536154', '-3.670964003', '-4.537757397', '-2.596188068', '-1.735011101', '-1.559267282', '-1.690648079', '-2.400146961']","['-2.745823383', '-5.065333843', '-3.083280325', '-4.194385052', '-4.54081583', '-3.736670017', '-2.779810429', '-3.817254305', '-3.925390482', '-2.548531294', '-3.984461308', '-5.179602146', '-4.422544479', '-5.308990002', '-3.836499214', '-2.629059792', '-1.889285564', '-2.186435461', '-1.693478346']","['-0.5327245593', '-2.141885042', '-1.260243058', '-2.183387518', '-2.489014626', '-0.3154088855', '-0.7087258697', '-1.573373199', '-1.61785841', '-1.408370256', '-2.087726116', '-2.462454557', '-2.157093525', '-2.3545928', '-1.445187926', '-0.3561367095', '-0.2606039345', '-0.317604512', '-0.04992831498']","['-2.531633377', '-3.479161263', '-2.48456955', '-4.020350933', '-3.142488718', '-2.121396303', '-2.211371899', '-3.471570253', '-2.239240408', '-1.887642622', '-3.454048634', '-3.459472895', '-2.73584938', '-3.927647591', '-2.260072947', '-1.072109938', '-1.154447198', '-2.152616024', '-1.394002318']","['-1.530370235', '-4.094727993', '-2.227125883', '-3.604623318', '-3.895511866', '-1.126616597', '-0.4845643044', '-1.435047269', '-1.783363581', '-0.2502185702', '-1.338629365', '-3.639734745', '-2.324834824', '-2.719982386', '-1.123107076', '-1.207361341', '-0.4076276422', '-0.09412208945', '-1.489553094']"
3206,"['-4.608942509', '-5.454836369', '-5.607370853', '-6.258165359', '-6.634494305', '-4.599605083', '-4.152628899', '-5.933548927', '-4.589958191', '-3.861587524', '-6.834809303', '-4.879832745', '-4.988631725', '-7.532924175', '-4.338904381', '-3.267809868', '-3.169893503', '-5.978085995', '-2.863960743']","['-4.474051952', '-5.738362312', '-5.088534832', '-4.039730072', '-5.418315411', '-5.054029465', '-5.223779202', '-6.511269093', '-5.881772518', '-4.789774418', '-6.142798901', '-6.16422081', '-5.406178474', '-7.007911682', '-7.060722351', '-5.443434238', '-5.228720188', '-7.73003149', '-4.548944473']","['-5.053161621', '-5.020816326', '-4.426246166', '-4.358590603', '-4.346184731', '-3.983013153', '-4.069105625', '-6.569279671', '-3.551617146', '-3.142244577', '-6.011230946', '-4.148540974', '-4.20083189', '-6.611173153', '-3.528736353', '-2.305281878', '-2.437543154', '-5.949042797', '-3.428221703']","['-2.167079449', '-1.507036448', '-2.286162615', '-2.371046066', '-1.966472149', '-1.312681198', '-2.168268681', '-3.256625414', '-1.920419097', '-2.451397419', '-3.394188881', '-1.900876045', '-2.496685743', '-3.402275324', '-2.573838472', '-2.263825178', '-2.484825373', '-3.584038019', '-2.482933521']","['-4.805356026', '-5.474413395', '-4.990102291', '-5.039173126', '-5.027445316', '-5.424385548', '-5.338047504', '-6.753245831', '-5.92126894', '-4.891068459', '-6.606427193', '-6.236000538', '-5.725286484', '-7.351690769', '-6.190442562', '-5.441539288', '-4.798002243', '-6.961977005', '-4.86571455']","['-2.279807568', '-1.4028157', '-2.336524725', '-2.642767906', '-2.22276473', '-1.356134415', '-1.889876008', '-3.290875912', '-1.493119121', '-2.014653921', '-3.43407011', '-2.128499508', '-2.464465141', '-3.242158175', '-1.903306961', '-0.8180571795', '-1.565324783', '-3.532966614', '-1.750675321']"
3212,"['1.085799575', '0.6686707139', '1.290046811', '0.526350379', '0.5315532684', '1.498478055', '0.9091937542', '-0.8579615355', '1.629227996', '1.747830868', '1.470504165', '0.6671407819', '1.165839314', '1.760808945', '-0.2114411443', '1.113155723', '1.327669859', '1.178551793', '1.612778544']","['-2.208567619', '-2.465035439', '-2.135837793', '-2.209178925', '-1.797931552', '-1.379108548', '-1.713800788', '-1.985536218', '-1.521661162', '-1.426712036', '-1.975194335', '-1.297182441', '-1.136257887', '-1.549507141', '-1.384625912', '-1.516495585', '-0.9959583282', '-0.8222790956', '-0.9327177405']","['-0.8754984736', '-1.640302777', '-1.532572389', '-0.9981272817', '-2.897698164', '-0.6313570142', '-0.6575787663', '-0.7644637823', '-1.74236846', '-1.768741012', '-1.26007545', '-3.064455271', '-2.566433907', '-1.6068151', '-1.416443825', '-2.536333561', '-2.45285511', '-1.458160162', '-3.011405706']","['-0.1140736267', '-1.068036079', '-0.492555052', '-0.348751843', '-0.3363161981', '-0.4312414825', '-0.492652446', '-0.2350782305', '-0.8669543266', '-0.6123606563', '0.07832061499', '-1.482952952', '-1.130693793', '-0.3382336497', '-0.3168303668', '-0.9658860564', '-0.5401198864', '0.8113421202', '-1.595588446']","['-1.370283365', '-3.803216696', '-2.663924932', '-1.987175584', '-4.02091217', '-1.453653097', '-1.341966391', '-1.229806185', '-1.958719015', '-1.86221087', '-1.174186349', '-2.50139761', '-2.257770538', '-1.68040204', '-2.135833979', '-1.893374085', '-2.08893609', '-0.7100868225', '-1.809560657']","['0.9213522673', '0.7231754661', '0.213812381', '-0.4182387292', '0.25883165', '1.769628882', '1.675303936', '0.3660635352', '0.8268025517', '0.3317081332', '-0.415476501', '0.7857702971', '0.291451633', '0.1931993961', '1.130544305', '0.7802500129', '0.7268054485', '-0.01116229407', '0.8511961699']"
3220,"['-1.782155991', '-1.379647374', '-1.742315888', '-1.05208993', '-1.745268703', '-1.276918769', '-0.6716820002', '0.7072406411', '-1.698641777', '-1.390972972', '-0.1896444112', '-2.010255575', '-1.537121773', '-1.077455997', '-1.033207059', '-1.829726219', '-1.333043933', '-0.3249325752', '-1.092106462']","['1.11537528', '0.8319357038', '0.7161696553', '1.138053656', '-0.06031222641', '-0.2804880142', '0.7383701205', '1.705091834', '0.1372222304', '0.5298443437', '0.967600286', '0.1147037372', '-0.1028957143', '0.1885507703', '-0.940608561', '-0.8806313276', '-0.5195686817', '-0.4443738461', '0.3218220472']","['3.519119024', '1.502521873', '2.552408934', '3.297811747', '2.896947861', '1.951681733', '2.797141314', '2.026645899', '0.9609556198', '1.427169561', '1.036815882', '1.07937026', '1.54589057', '0.9468625784', '1.052508473', '-0.1143029481', '0.191254124', '-0.5449714065', '-0.122387141']","['1.736728072', '1.251256704', '2.180802107', '2.741194725', '2.35063982', '-0.7776776552', '0.6882790923', '2.242298841', '-0.1943999827', '0.5275232792', '1.419155121', '0.8242631555', '1.148449063', '2.14657855', '-0.8192125559', '-1.957295537', '-1.242229104', '0.467086792', '0.2740430832']","['0.9095694423', '1.529326439', '1.714614868', '2.03229475', '1.61862433', '-0.4691437185', '0.4481343031', '1.240281224', '0.3373942375', '0.7524585724', '1.336854696', '0.6341642141', '0.5324008465', '1.439894915', '-1.319999099', '-2.285003185', '-1.782432556', '-0.04623227566', '-2.119182348']","['0.6953366995', '1.077841043', '1.249855638', '1.395504475', '0.7270197868', '-0.9831708074', '-0.1541006416', '0.8867180347', '-0.15870215', '-0.1013488472', '0.1287269592', '-0.1642015874', '-0.4376618862', '0.272634387', '-1.506170273', '-2.048746586', '-2.12417078', '-1.171748877', '-1.341281056']"
