sub_id,soc_win,soc_loss
1001,"['-0.5385615826', '-0.7280828953', '-0.3540582359', '0.07092767954', '-0.03767423332', '-0.567343235', '-0.420663774', '0.3082573116', '-1.958463788', '-1.115238786', '-0.4544717073', '-0.7455857992', '-0.229224205', '-0.3870268762', '-0.3210853636', '-2.020397663', '-1.381404519', '-1.007209539', '-0.7305077314']","['-0.707822144', '-1.421846271', '-1.074378729', '-1.012712479', '-0.8091329336', '-0.3863628507', '-0.2129936218', '0.05878052488', '-1.843939781', '-1.372827411', '-0.7670252919', '-1.119282842', '-0.9297651649', '-1.040143728', '-0.5124294758', '-1.491040945', '-1.069465876', '-0.5631831288', '-0.8955104351']"
1006,"['0.2308529913', '-0.3178775609', '-0.2408401221', '0.0006298524095', '-0.9790449142', '2.139318466', '1.308510423', '1.089666367', '1.208885908', '0.9255955219', '0.9660651684', '0.4314712882', '0.3391966522', '1.0440588', '1.799098611', '2.994566679', '1.223391771', '0.917301774', '1.428517103']","['-2.612423658', '-1.574718714', '-2.978934765', '-3.280230999', '-3.960383177', '-0.2057687044', '-0.8566221595', '-0.7253645062', '-0.0139277596', '-0.5569377542', '-0.2546564341', '-1.643875718', '-1.471576691', '-0.2196817994', '0.524091661', '2.580622435', '1.183223248', '0.7458178997', '1.104768991']"
1009,"['-0.6767585874', '1.103991389', '0.2803705335', '-0.9197192192', '1.113928676', '0.003456565784', '-1.137677789', '-1.002537847', '1.15501821', '0.2634063959', '-0.7950481176', '2.310502529', '1.160048008', '-0.8422369957', '-1.139338255', '1.427293897', '0.3479968011', '-0.2518041432', '0.5879337192']","['-0.3100719452', '1.024832964', '0.7013184428', '-0.05104115605', '0.6922584772', '-0.2076236755', '-0.327729702', '-0.1424387395', '0.2861637771', '0.1895291805', '0.254386425', '0.7124739289', '0.5481775999', '0.1303996444', '-0.2385770828', '0.8563072681', '0.6009466052', '0.5915443301', '0.4453661144']"
1010,"['1.877467632', '2.919677973', '2.588261366', '2.399254799', '2.367802858', '1.055163383', '1.236213684', '1.761332989', '1.916004181', '1.934369922', '1.894251108', '2.716291666', '2.15018034', '1.283408523', '1.156619906', '1.426872611', '1.568905592', '1.56494844', '1.800751925']","['1.679370999', '2.715240479', '2.38043046', '2.494158983', '2.931801796', '1.469325542', '1.212278128', '1.920617461', '2.108272791', '2.071752071', '1.889981389', '2.744378567', '2.2759583', '1.4604249', '0.7075523734', '1.340305328', '1.388348818', '1.243994355', '1.311403036']"
1012,"['2.927107096', '1.777897358', '3.927139521', '4.362923145', '2.904304981', '1.594502807', '1.310419202', '0.9299404025', '3.057059765', '3.324312687', '3.371088982', '3.634554625', '3.833550453', '3.496950626', '0.4437163472', '2.298369169', '2.157600164', '2.406248808', '3.241965532']","['1.174756765', '1.796128154', '2.569327831', '2.736191034', '2.822593212', '1.538984418', '0.9124655724', '1.012308955', '2.546835661', '2.455839396', '2.207188845', '2.264727354', '3.294611692', '2.623183966', '0.7749778628', '1.778257012', '2.235197067', '2.058833838', '3.02913928']"
1013,"['0.2366808206', '0.497854352', '-0.4113468528', '-1.322947025', '0.02322442457', '-0.3650751114', '-0.294600904', '-0.308388263', '0.210717842', '-0.9323692322', '-1.173737407', '0.05922207609', '-1.283497691', '-1.366870999', '0.2405127734', '0.03844378516', '-0.7090349197', '-0.6347498298', '-1.790922642']","['0.9432426095', '1.071750641', '0.7604080439', '-1.109435201', '1.113135815', '0.7359144688', '0.08735472709', '-0.8953992724', '1.076888919', '0.1408788711', '-1.172207117', '0.3854103684', '-0.6685387492', '-1.538143873', '-0.37368837', '0.07640020549', '-0.5813154578', '-0.9434754252', '-2.355826616']"
1015,"['-0.3882752955', '-0.6890329719', '-0.8480741978', '-0.1897362918', '-0.7434987426', '-0.2024796009', '-0.2330869287', '0.06599029154', '0.4472937584', '-0.03849119321', '-0.5146651268', '0.3414041698', '0.3352985084', '0.3305027187', '0.2692639828', '0.4948743284', '0.5070261955', '0.5881767869', '0.6926413178']","['0.8704047799', '0.3349006176', '0.5827560425', '1.135020733', '-0.1043794677', '0.7435458899', '0.3110083044', '0.7396149635', '0.8661894202', '0.6554767489', '0.3636763096', '1.087068081', '1.193004847', '0.9259041548', '0.8771921396', '1.136896253', '0.9041538239', '1.063877463', '1.648925066']"
1016,"['2.466368914', '1.158282876', '2.184837341', '3.381808519', '1.524056554', '1.437478542', '1.663005948', '2.680106163', '1.528057456', '1.476558447', '1.809577465', '1.515056729', '1.507975578', '0.8106887937', '0.8446440101', '0.7926054001', '0.1140843779', '0.251306653', '0.2553462684']","['3.669383764', '2.240470409', '3.15409112', '3.396298885', '1.434060574', '2.68763566', '3.95166707', '3.303933144', '3.071656227', '3.049491882', '1.592004299', '2.609054804', '1.657456517', '0.491689682', '3.078911304', '2.971667767', '1.762418032', '0.4309968948', '0.5883005857']"
1019,"['1.141035318', '0.5570264459', '1.304180861', '1.341038704', '1.090945721', '-0.4851578176', '0.6624338031', '1.454401612', '0.001610453008', '0.8669893146', '1.730086803', '0.4839450419', '0.7848567367', '0.9296082258', '0.5851242542', '0.8502949476', '1.755788684', '2.188965559', '1.750459194']","['-0.06164873391', '0.7617719173', '0.2095222771', '-0.3864993751', '0.5087510943', '0.4175287783', '0.3646969795', '-0.21971488', '0.823331356', '0.8723006845', '0.2800579667', '1.472984433', '1.481707335', '0.6576461196', '0.05248898268', '0.3363253474', '1.71026206', '2.105870008', '2.563078165']"
1021,"['-1.998108983', '-0.2916534543', '-0.4729883075', '-0.3688557446', '0.03212906048', '-2.416818857', '-0.9006007314', '-0.006431581918', '0.08176872879', '0.03434513882', '0.9328734279', '1.113079906', '0.9994848371', '1.228456616', '-0.4852437675', '-0.2132223696', '0.3963278532', '0.9191803336', '1.419612646']","['-0.6651428342', '-0.6722686291', '0.3894010186', '0.1268752068', '0.1605425924', '-1.985514879', '-0.760702014', '-0.001310005202', '-0.7592582107', '-0.3562725484', '0.3608973622', '0.6847273111', '0.6579114199', '0.6671715975', '-1.399520755', '-0.897988677', '-1.148639202', '-0.8705960512', '0.7231379747']"
1242,"['-0.3573386967', '0.8201303482', '0.9069599509', '2.007297516', '1.4145118', '0.4957086146', '-0.2998703122', '0.1212327033', '0.6352339387', '0.6388702989', '1.940238595', '1.817817807', '1.352431297', '1.320915341', '0.0845053792', '0.08396426588', '0.198998481', '0.9015273452', '0.9269198775']","['-1.268933535', '-0.4763372838', '0.2224611342', '1.85648787', '0.4655944407', '-0.5300914049', '-1.013032913', '0.02311854251', '-0.1827687174', '0.6351060271', '1.829261541', '0.5799692869', '0.7161152363', '0.8524093032', '-0.2797302008', '-0.2985388637', '0.05456389487', '0.7178816199', '0.1393244416']"
1243,"['1.45569551', '3.167926311', '3.203573227', '1.472913861', '2.268538952', '3.472737551', '2.305524588', '0.2054976821', '3.033130884', '2.852587461', '2.637457609', '1.084659338', '2.163243532', '2.202841759', '0.7043145299', '2.51946497', '2.137689829', '2.612493515', '1.893368125']","['1.828318238', '1.380124688', '2.769796133', '2.894165516', '1.325488448', '2.147134304', '2.749051571', '2.977576256', '1.222894311', '2.202700138', '3.545383453', '0.1123499125', '1.648828149', '2.020323515', '0.9315775037', '1.420237541', '1.303116679', '2.583264589', '1.444945216']"
1244,"['-0.3864447176', '-0.6835106611', '-0.9386143684', '-1.040003657', '-1.019402027', '-0.6837522388', '-1.054396033', '-0.7835467458', '-1.040578365', '-0.6403412223', '-0.3315568566', '-1.197149396', '-0.685692668', '-0.1804436296', '-1.555160403', '-0.5657873154', '-0.4165564179', '-0.3739663363', '-0.8592793941']","['-1.38288188', '-0.8823847771', '-1.270620942', '-1.129672647', '-0.8523516059', '-1.107657075', '-1.826318979', '-1.740827918', '-1.134521365', '-1.137725353', '-1.060863733', '-1.424403787', '-1.243874669', '-0.9317333102', '-1.363334417', '-0.1018988714', '-0.4261361659', '-0.836243391', '-1.083985806']"
1248,"['0.2131293863', '0.05415743962', '-0.5871620178', '-1.463353395', '-0.6207941771', '-0.148493588', '-0.6647642851', '-1.677333236', '0.2796086967', '-0.3046461046', '-0.9276483059', '-1.249432564', '-1.938382149', '-0.0484290123', '-1.158804178', '0.2218102664', '0.319609642', '0.105825603', '-1.55281055']","['-0.5565564036', '-0.4798683822', '-1.25924623', '-2.12241292', '-1.150027275', '-1.385134101', '-1.807432652', '-1.965381503', '-1.024163723', '-1.31241715', '-1.326590657', '-1.548582315', '-2.539220095', '-0.8593541384', '-2.681945324', '-1.53990221', '-1.018198967', '-0.8414667249', '-2.755122662']"
1249,"['1.361859798', '2.443859577', '1.604678154', '1.469128132', '2.347340345', '1.538036227', '1.234303474', '1.221216321', '1.909678698', '1.69641304', '1.339280367', '1.791318178', '1.857833982', '0.7988197803', '0.5400139093', '1.467815995', '1.205260515', '-0.2697656751', '1.11148417']","['1.877106547', '2.035277843', '1.842473745', '1.705536246', '2.472645283', '2.161329031', '2.076893091', '1.76802361', '2.167247534', '2.301988363', '2.061675787', '1.754146338', '2.628470182', '1.713136196', '1.979076505', '2.440411329', '2.13513875', '0.706433475', '1.867525935']"
1251,"['1.138562441', '-0.076322034', '-0.0195695851', '0.7115645409', '0.7836511731', '-0.1766562313', '0.5695068836', '0.8984742761', '0.3666920364', '0.4328615963', '0.521815896', '0.9548765421', '1.21602273', '1.53235364', '-0.2356001288', '0.7422112226', '1.10935998', '0.2557093799', '1.862440825']","['0.8025353551', '0.1672738194', '0.8575305343', '1.782634616', '0.9619402885', '-0.1665064096', '0.2386462241', '0.7183859348', '-0.4419896603', '0.2484308183', '0.9538592696', '-0.4695244431', '0.6284705997', '1.315815449', '0.4693492651', '0.2271512747', '0.6948593855', '0.09214071929', '1.201819181']"
1255,"['0.2484703511', '0.4631091952', '-0.08239176124', '-0.003572344547', '-0.3415555358', '0.2148273885', '0.417729795', '0.05363975093', '0.5705299377', '-0.1180441529', '-1.046110272', '-0.6185982227', '-0.8023136854', '-1.962322235', '0.007138067391', '-0.05425173417', '0.111710526', '-0.4553779066', '0.2426160276']","['-0.3121668994', '-0.8311450481', '-0.8415920138', '0.6652957201', '-0.9137408137', '-0.9207212329', '-0.5357192755', '0.7729928493', '-1.232223034', '-0.9671775699', '-0.2570225298', '-1.788852334', '-1.598678708', '-1.361572742', '-0.03537544981', '-1.197045445', '-0.415848285', '-0.01790303364', '-0.5379834771']"
1276,"['1.651136994', '0.8555307388', '1.000226736', '-0.3731614649', '-0.02692764811', '0.4516002536', '0.8982175589', '1.239572883', '1.047776341', '1.261684537', '0.7906746864', '0.6445981264', '0.8829764128', '0.4161030948', '1.343639731', '1.426213145', '2.088662863', '1.9412992', '2.226862192']","['1.459304333', '-0.1743346751', '1.022999048', '0.436506778', '0.5807513595', '0.006788203958', '1.280710578', '1.781300545', '0.6595699787', '1.806417823', '2.288320541', '0.8661520481', '1.999389172', '1.998127341', '1.789771795', '1.832080007', '2.748396158', '1.882690907', '2.815783978']"
1286,"['-0.8659557104', '0.2460296154', '-0.1692746133', '0.4955036342', '1.356911063', '-0.6476041079', '-0.8024660945', '0.2536332011', '0.1895811409', '0.09533531964', '0.7446902394', '0.824402988', '1.062870979', '1.174279213', '-1.188222528', '0.003128780052', '-0.1447134763', '-0.03041355871', '0.4822247326']","['0.01630036719', '-0.6889773011', '0.5831777453', '0.8049411178', '0.1234151945', '-0.5785409212', '-0.6997821331', '-0.9648182988', '-1.922764182', '-0.2119299024', '0.1947587729', '-2.082101822', '-0.5178866386', '0.1277558804', '-2.169595003', '-2.191580296', '-1.424945951', '-0.7819020152', '-1.034379005']"
1294,"['2.09375906', '0.7846681476', '1.453299761', '0.7647484541', '0.5229576826', '-1.557768226', '-0.3292214274', '1.640009046', '-0.8718203902', '-0.4888337255', '1.018330574', '2.196832418', '0.8629692793', '-0.2914259136', '-0.7232471704', '0.8088589311', '0.4338985085', '1.546528578', '1.716326833']","['0.4669311345', '1.169664741', '0.6671984792', '-1.979410172', '0.1516485363', '-1.00626564', '-0.455301553', '0.3193493485', '-0.5608972907', '-0.5434010625', '-0.8722122908', '1.262457848', '-0.120166719', '-1.965780616', '-0.9557776451', '-0.3207738698', '-0.3750528097', '0.2558978796', '0.3325849473']"
1301,"['0.02712055482', '-0.2103097737', '-0.850302279', '-1.311087251', '-0.3880393803', '0.09415751696', '-0.09841033071', '-1.140608907', '-0.8207833171', '-1.553789735', '-0.9555937648', '-0.387873292', '-0.2416518927', '-0.05949622765', '-0.6060231924', '-0.8357792497', '-0.9978698492', '0.3080426157', '0.9751255512']","['1.107639313', '-0.2702837288', '0.2323171496', '0.3919772208', '0.3879871666', '-0.2785476446', '0.538389802', '0.7074538469', '-0.9517689347', '-0.4068686068', '0.06002023071', '-0.1511884183', '0.3358079493', '-0.04185220972', '-0.06447209418', '-0.6517303586', '-0.1255851239', '0.1010360196', '0.3836771846']"
1302,"['0.5123708248', '-1.644206643', '-0.2898095548', '1.36868751', '0.04548504576', '-0.2531399131', '1.148294568', '1.776599288', '-0.4248662591', '0.1338340938', '1.442410469', '-1.164314747', '-0.1318879724', '1.118087769', '0.4036245644', '0.7818697095', '-0.03811520711', '0.9084959626', '0.2473993152']","['1.043903112', '-1.083335519', '0.7398320436', '1.788417459', '1.171858191', '0.3217623234', '1.12195456', '1.34426105', '0.321118921', '0.3855652213', '1.46171093', '0.09027034789', '0.597058773', '1.555808902', '0.3153649569', '0.9452162385', '-0.1768686175', '0.413554579', '0.5129404664']"
1303,"['0.2926266491', '-0.3603404462', '-0.5263109207', '0.8647267222', '-1.345437765', '0.3849731088', '-0.1034267843', '-0.09066813439', '0.2620745003', '-0.05673529953', '-0.6373027563', '-0.759455204', '-0.8983950615', '-0.5288633108', '0.07431079447', '0.9038837552', '1.303221583', '0.4411934912', '0.8027833104']","['-0.5774158835', '-0.6206278801', '-1.425530553', '-0.4090442061', '-0.8820670843', '-1.113384604', '-1.710626841', '-1.25559473', '-0.4276584685', '-1.366252661', '-1.956012249', '-1.122476339', '-1.704498291', '-1.72302413', '-2.756424189', '-0.7589168549', '-1.033937931', '-1.457342505', '-1.048467994']"
3116,"['3.998778343', '3.076589584', '3.274622679', '2.907762766', '2.965192318', '4.083381176', '4.453312874', '3.087863684', '4.890139103', '4.549524784', '2.521414995', '4.105325222', '3.858686924', '2.529317141', '2.344314814', '3.483874083', '3.190994024', '1.800974131', '3.656994581']","['2.785074711', '2.210250139', '1.980464935', '1.486551285', '0.9786108732', '4.169181824', '4.612536907', '3.85360837', '4.418276787', '4.132056713', '2.958975315', '2.620728731', '2.241994381', '2.062003374', '3.285820007', '2.762513399', '2.859571695', '2.310082912', '2.243844986']"
3122,"['-0.1737651974', '-1.238965154', '-0.9517568946', '0.2004300952', '0.1344150901', '-0.9587596655', '-0.8089758158', '-0.2341971844', '-0.654814899', '-0.5214110017', '0.1282465756', '0.5903143883', '0.7446101904', '1.105630875', '-0.09196614474', '0.03228474036', '0.2442454994', '0.3565021753', '1.123192787']","['-1.392426372', '-1.801709771', '-1.827449203', '-0.4724906683', '-1.382956386', '-0.916744709', '-1.398952961', '-0.6480789781', '-0.8097755909', '-1.038820028', '0.3391558826', '-0.2103506327', '-0.05402481183', '0.733843267', '-0.5784893632', '0.3704111576', '-0.2086948752', '0.3543764651', '0.7928388119']"
3125,"['0.7599321604', '0.4268031716', '0.1176865995', '-0.5800500512', '-0.2860655487', '0.2716102898', '-0.6991978288', '-1.452790856', '0.2752896249', '-1.132658958', '-1.322286248', '-0.4169804752', '-1.529696584', '-0.9878000021', '-0.6428961158', '0.3740620017', '-0.7235207558', '-0.4858577847', '-1.23993957']","['0.04796772823', '-0.8666474819', '-1.140489221', '-1.734673619', '-1.326308727', '-0.1084433123', '-0.6010167003', '-1.055674314', '-0.06381278485', '-0.9237513542', '-1.273033857', '-0.382162869', '-1.072527051', '-0.2999922931', '-0.8157488108', '-0.1663796455', '-0.4264901578', '-0.3978337049', '-0.807618916']"
3140,"['0.07414014637', '-0.9940537214', '-0.6246256828', '-0.8703292608', '-0.6657735109', '-0.9522197843', '-0.8512253165', '-0.464197129', '-1.419579625', '-1.199527502', '-1.301967621', '-1.647035003', '-1.277533293', '-1.415213108', '-1.078431368', '-0.4320073128', '-0.7756444812', '-0.6258317828', '-0.5804129243']","['-1.493422627', '-2.801800489', '-2.416259289', '-2.560128927', '-2.650940418', '-2.318487644', '-1.274313092', '-1.129232168', '-2.628854752', '-2.429428816', '-2.962867498', '-2.644417048', '-3.180521488', '-3.529568434', '-0.4039255679', '-0.960937798', '-1.318791032', '-2.053432703', '-2.035107374']"
3143,"['0.04878933355', '0.1660277545', '0.031559553', '-0.3656915128', '-0.5900700688', '-0.4858938754', '0.07365187258', '-0.1049325764', '-1.438745022', '-1.107427478', '0.1321959347', '-2.469115257', '-2.089181662', '-0.7474693656', '-0.5462254286', '-1.944312096', '-1.62549305', '-0.02545134723', '-1.93635428']","['0.6935348511', '1.096417546', '0.9183195829', '0.1501755714', '0.635471642', '0.760294199', '0.8733310699', '-0.2209237516', '0.3747975528', '0.1889328808', '0.04983910546', '0.3001987934', '-0.1131452248', '0.1772202849', '1.05176425', '0.2371443212', '0.3077377975', '0.5056034327', '-0.2077312469']"
3166,"['1.498321533', '1.246966958', '0.9344117641', '1.041237235', '0.2127813697', '1.555418968', '1.825728655', '1.239517093', '1.295962334', '1.833215356', '1.700625658', '0.6585887074', '0.8794931769', '1.163435578', '1.433945417', '0.8194512129', '1.35882163', '1.67446363', '0.8917760849']","['-0.4364299774', '-0.8279536963', '-0.5182726979', '-0.2029782087', '-1.087400556', '0.4842668176', '0.671245873', '0.1000290886', '-0.3648507297', '0.0863738507', '-0.1966795772', '-1.429815054', '-0.9879966378', '-0.6401714087', '0.9165813923', '-0.312946111', '-0.2754456699', '-0.5244024396', '-1.286796331']"
3167,"['2.359349489', '0.4015707076', '-0.01567115076', '-0.1749471575', '-0.4809677601', '3.987514496', '3.027237415', '0.5786990523', '2.638868093', '0.8157850504', '0.2004971951', '0.1731158197', '-0.517359972', '1.918786645', '2.54314971', '3.010409594', '2.74097538', '1.526648998', '1.588647604']","['0.9010853767', '0.533742547', '-0.2220759094', '-1.471768856', '-0.4204354286', '5.140557766', '3.046357632', '-0.423887223', '3.957353354', '0.8160208464', '-1.352147102', '2.103274822', '0.1287821382', '-0.2020091563', '3.598244429', '4.135519981', '2.877786875', '0.5131480694', '1.700973988']"
3170,"['1.776171803', '1.900219798', '1.467903376', '2.377133131', '1.697551131', '2.462534904', '2.557801485', '1.424872637', '2.09050107', '0.789375484', '1.126755357', '2.414410114', '1.398680091', '1.76189065', '1.609464645', '1.245747328', '0.2022628188', '0.1518365294', '0.7542256713']","['1.606724977', '0.9973284006', '0.4624785185', '0.06960935146', '0.06564119458', '2.293952942', '2.405666113', '0.8824529052', '1.372497916', '0.05970425531', '-0.130546391', '1.276358128', '0.338904947', '-0.2652768493', '1.285680294', '0.7556393147', '-0.6062284112', '-0.7961412668', '0.3471781015']"
3173,"['-1.731931925', '-0.9892389774', '-2.267641544', '-2.471390963', '-1.863708496', '0.7599699497', '0.2454952151', '-0.1400302798', '1.201850891', '0.1857444793', '0.7751761675', '0.3346840441', '0.3800133765', '1.873151422', '0.7082494497', '0.5988364816', '0.7472444773', '2.57214427', '0.7960732579']","['-1.185616136', '-0.8607888818', '-1.921558619', '-2.301354408', '-1.692414165', '0.6140267253', '1.252483726', '0.3849063516', '1.000765562', '0.2453012317', '0.3524410427', '0.3194666207', '-0.05131973326', '0.4749135971', '0.4725721776', '0.8919487', '0.9616550207', '1.501612306', '0.9069292545']"
3176,"['-0.8630648851', '-1.887272716', '-3.00006175', '-2.863755941', '-3.292367935', '-0.512640655', '-2.277522087', '-2.942599773', '-2.773090363', '-3.409119368', '-3.379411697', '-4.057347298', '-2.983911037', '-1.695813417', '-1.920702338', '-2.218202353', '-2.802407503', '-2.606539488', '-2.485656738']","['0.1857120395', '-1.101116776', '-1.430563211', '-1.177396536', '-1.309009314', '0.6335924864', '-0.07042169571', '-0.6964607239', '-1.281801343', '-1.296538353', '-1.299366474', '-1.600003839', '-0.8400176167', '-0.609049499', '-0.5325849652', '-1.647312641', '-1.584485888', '-2.110147953', '-1.487903357']"
3189,"['1.534944057', '0.6747604012', '2.112299919', '2.612810135', '1.594251394', '1.248813033', '1.749806404', '1.439285636', '0.3241197467', '1.288585186', '2.315282583', '1.015565157', '1.894859195', '3.201693058', '0.6226385832', '-0.1319180429', '-0.1990290135', '1.29529202', '0.7118424773']","['1.382966042', '0.1892820299', '2.115361691', '2.939008236', '0.6081004143', '1.827668905', '2.392346859', '1.76138854', '-0.02248716913', '1.689543247', '2.499052763', '-0.02908429876', '1.641254902', '2.580010414', '2.090163946', '0.5271456242', '0.9292433858', '0.9750950933', '1.779970288']"
3190,"['0.4418168962', '0.5289533734', '0.475563556', '-0.07503955811', '-0.2665715516', '-0.1667311341', '0.5345132351', '1.646904111', '0.01041747164', '0.4552450776', '1.024175763', '0.8008369207', '0.4454021156', '-0.8736550808', '-0.03475442156', '-0.2035531849', '-0.3069633245', '0.5256643295', '0.8822001219']","['-1.255499005', '-0.8775067925', '-1.146332622', '-1.065551996', '-1.021294713', '-1.021993876', '-0.8681850433', '0.6546725631', '-1.308699965', '-1.486354947', '-0.6562312245', '-0.3966794312', '-0.6748019457', '-0.6055802703', '-0.4815318584', '-0.9597427249', '-1.550540209', '-0.3419118226', '0.1334801316']"
3200,"['-1.126853228', '-1.388469577', '-1.094543576', '-1.623656988', '0.3975464702', '-0.304439187', '-1.100509048', '-1.739811182', '-0.4889332056', '-0.209688127', '-0.7693421245', '-1.276487589', '0.2098906189', '-0.5389299989', '-0.7514694333', '-0.2066786289', '0.5276299715', '1.07121551', '0.03520363197']","['-1.528233528', '-1.53062129', '-1.080219746', '-1.508715391', '-0.2080501169', '-0.4857673347', '-0.5927003026', '-0.9307539463', '-0.5885910988', '-0.1445261538', '-0.4851133823', '-1.170790434', '0.4792460501', '-0.1224549934', '0.5703521967', '0.2172366083', '0.8891502619', '0.8991000652', '0.709051311']"
3206,"['-1.322547436', '-0.1833378971', '-1.291132927', '-2.585496902', '-1.621922255', '0.8159378171', '0.8004177213', '-0.7765793204', '1.288753748', '0.3881973326', '-1.260216355', '-0.4435277879', '-1.048832178', '-1.638969779', '2.655531883', '1.17013526', '1.09700191', '1.451478004', '-0.5778450966']","['0.1844050139', '1.538224459', '0.5570121408', '-1.344853878', '-0.2642951906', '1.39203918', '1.285914421', '-0.7612890601', '1.297711253', '0.6173820496', '-0.9505860806', '-0.9791195393', '-1.369171977', '-1.197458744', '2.347677231', '0.7511407137', '0.8001915216', '0.5285827518', '-1.431435108']"
3212,"['1.068696618', '-0.5423234105', '1.393322587', '1.121193647', '1.220280647', '2.235972881', '1.923137665', '0.5953710079', '2.255754709', '2.356287241', '1.86769557', '2.740867138', '2.401558638', '2.013977289', '1.798305988', '3.157570601', '2.848295212', '1.829363108', '3.170456648']","['-0.7211431265', '-0.8238117695', '0.1507047415', '-0.844704926', '1.018890381', '1.175172806', '0.4589591324', '-0.2146649063', '2.087432384', '1.83591032', '0.7325226665', '2.27406621', '2.33829546', '1.454383135', '0.3113732934', '2.298655272', '1.539575219', '0.08492066711', '2.467400074']"
3220,"['1.801699758', '2.481583834', '1.629917979', '1.58069098', '1.325858831', '0.7685270905', '0.677765727', '0.7813090086', '1.282811284', '0.9026581645', '0.4194502831', '1.497806072', '1.024188995', '0.2708863318', '-1.142473459', '-1.06581831', '-0.9572510123', '-0.477237761', '-0.9792563915']","['2.30100584', '1.761769891', '0.9033629298', '0.3915479779', '0.02567330934', '0.6161078811', '1.022953629', '0.2088989168', '0.5497530699', '-0.2181890607', '-0.5334610939', '0.1400312036', '-0.631801486', '-0.7061724067', '-1.528943896', '-1.960589886', '-2.147710323', '-1.090308666', '-2.032207251']"
