subject_id,str_raw,comp_raw,soc_raw,door_raw,str_diff,comp_diff,soc_diff,door_diff
1244,"[-25.85504913, 9.521624565, -28.23178864, -47.88145447, -18.62609482, -27.11491203, -27.76889038, -31.73603439, -13.52437973, -27.31118202, -48.26791, -16.85398293, -44.39425659, -2.819775105, -5.793471813, -20.57821274]","[47.93935394, 59.81080246, 51.84069824, 58.97974014, 20.6177597, -33.29081345, -15.67136478, 11.04932308, -1.831858993, -8.281905174, 2.925289392, -12.98862171, -14.42963886, -8.516298294, 3.974076509, -0.6672157645]","[45.93199158, -24.4877739, -12.65462494, -44.31920242, -34.71136475, 99.88329315, 115.3318176, 55.45118713, 54.44789886, 68.7897644, 29.42112541, 38.4294548, 44.65977859, 63.7570076, 63.62411118, 36.0624733]","[-27.62900352, 50.66467667, 10.14522266, 9.044429779, 52.149189, 23.11370659, 17.39808464, 7.686169147, 49.03261566, 64.76532745, 70.76541901, 110.5040131, 109.7402039, 66.11291504, 124.6990967, 81.31594086]","[-0.99890664 -0.20759281 -1.05207011 -1.4915985  -0.83720767 -1.02708755
 -1.0417159  -1.13045391 -0.7230913  -1.03147777 -1.50024283 -0.79756866
 -1.41359603 -0.48364816 -0.55016452 -0.88087311]","[ 0.65174408  0.91728746  0.73901028  0.89869806  0.04060818 -1.16523158
 -0.77111557 -0.17342088 -0.46155022 -0.60582638 -0.3551412  -0.71110734
 -0.74334035 -0.61106935 -0.33168168 -0.4354992 ]","[ 0.60684293 -0.9683231  -0.70363642 -1.4119172  -1.19700681  1.81363845
  2.15919471  0.81977055  0.79732876  1.11813101  0.23752395  0.4390244
  0.57838576  1.00555712  1.00258446  0.3860792 ]","[-1.03858687  0.71270475 -0.19364402 -0.21826681  0.74591067  0.09643811
 -0.03141028 -0.24864871  0.67619842  1.02811145  1.16232293  2.05120523
  2.03412017  1.05825461  2.36872423  1.3983195 ]"
1248,"[-1.610706568, -10.52220917, -1.366277933, 6.055603027, -3.175481081, 7.372281075, 3.778933287, 9.516479492, 7.976002216, 12.57212257, 23.36373901, 19.41528893, 35.83974838, 18.5465641, 31.61032104, 50.47901917]","[-68.74946594, -35.46903229, -53.85272217, -41.06905746, -52.9525528, -61.48161697, -64.46298981, -46.54309082, -49.4732933, -50.84431839, -19.92265701, -48.32966232, -25.63105392, -35.29278564, -25.70640564, -14.20203114]","[75.59470367, 117.8339767, 124.9078522, 74.71257782, 114.9658966, 87.93063354, 77.23505402, 91.15629578, 116.024147, 106.3615494, 51.58777618, 38.0904274, 34.96358871, 46.9498024, 81.71495056, 85.56906891]","[74.77758789, 83.73817444, 33.68856812, 26.403368, 41.37014389, 82.99815369, 73.01325989, 62.20809555, 83.5158844, 51.07775116, 58.34864426, 62.76915741, 66.53079224, 103.497673, 136.2747955, 139.8055573]","[-5.91564623e-01 -7.50368865e-01 -5.87208870e-01 -4.54949897e-01
 -6.19449127e-01 -4.31486508e-01 -4.95520476e-01 -3.93276587e-01
 -4.20728111e-01 -3.38824594e-01 -1.46516457e-01 -2.16878398e-01
  7.58078020e-02 -2.32359197e-01  4.38806241e-04  3.36681686e-01]","[-1.78798685 -1.1949248  -1.52252476 -1.29471804 -1.50648361 -1.65847275
 -1.71160124 -1.39226609 -1.44448272 -1.46891458 -0.91788618 -1.42410305
 -1.01961062 -1.19178405 -1.0209534  -0.81594381]","[0.78424675 1.53695659 1.66301406 0.76852714 1.485847   1.00407477
 0.81347803 1.06155653 1.50470517 1.33251631 0.35643989 0.11591522
 0.06019451 0.27379054 0.89331042 0.96199136]","[ 0.76968563  0.92936456  0.03747346 -0.09234984  0.17436024  0.91617728
  0.73824506  0.54569549  0.92540332  0.34735118  0.47691952  0.55569369
  0.62272656  1.28148163  1.8655746   1.92849328]"
1249,"[6.046683311, 16.88223267, 2.915833712, -1.860085845, 31.04535484, 55.45495987, 14.82458591, -7.075984955, 51.97779083, 34.33804321, 14.07851696, 41.20718384, 25.66545105, 8.876515388, 25.40356445, 5.414430141]","[-36.08664703, 6.08784008, -45.93903732, -59.76774216, -31.06952858, 12.5725956, -12.05494213, -28.55728531, 3.22893548, -20.54325867, -34.96259308, -16.68723869, -18.61161041, -15.49098682, -29.31003189, -25.63807487]","[91.57660675, 182.7494965, 72.3002243, 60.02623749, 50.50718307, 35.07474136, -56.30834198, -7.704075813, -6.238427162, -64.53849792, -34.56611252, 29.74569321, -25.93221664, -135.5446167, -122.8650742, -71.89672852]","[237.7006073, 333.0697021, 255.4512939, 195.1839752, 154.002533, 245.0378418, 152.5538177, 129.5885162, 250.8403015, 155.4019623, 122.1073761, 165.1785278, 119.0862503, 4.313672066, 53.94377899, 78.35987854]","[-0.37045072 -0.2554345  -0.40368378 -0.45437878 -0.10509706  0.15400383
 -0.27727582 -0.50974404  0.11709469 -0.07014612 -0.28519513  0.00276781
 -0.16220318 -0.34041287 -0.16498303 -0.3771619 ]","[-0.81768381 -0.37001385 -0.92226408 -1.06905178 -0.76442856 -0.30118005
 -0.56259423 -0.73776182 -0.40036029 -0.65269525 -0.80575231 -0.61176471
 -0.63219136 -0.59906685 -0.74575201 -0.70677525]","[ 0.53742465  1.50519847  0.33281143  0.20252662  0.10148461 -0.06232629
 -1.03233125 -0.51641104 -0.50085361 -1.11969197 -0.80154378 -0.11889259
 -0.70989748 -1.87340136 -1.73881169 -1.19779746]","[ 2.0884886   3.10080392  2.27690699  1.63718686  1.20005778  2.16637121
  1.18468008  0.94091006  2.22796264  1.21491231  0.86149992  1.31868773
  0.82943155 -0.38884613  0.13796308  0.39713291]"
1251,"[61.41787338, 52.8842659, 61.31934738, 42.86772919, 76.63271332, 55.54165649, 63.76791382, 40.05455017, 35.21411514, 47.63706589, 35.55153656, 43.3495369, 33.43878174, 59.31329727, 51.28255844, 48.67567444]","[33.70259857, 65.74217224, 49.38004684, 46.9980011, 69.58680725, 22.97872925, 5.723775387, 9.514493942, 37.33686829, 30.99578476, 37.1424408, 51.56282806, 50.2522049, -3.148093939, 27.37893486, 19.71770287]","[96.92519379, 158.4983521, 150.4487, 107.5329208, 153.2846985, 136.5045013, 114.5518188, 120.790596, 149.6701813, 161.8910675, 122.2540588, 138.8546448, 99.32246399, 38.19726944, 48.81541061, 7.235185623]","[150.8813324, 147.842926, 117.7363968, 31.3512249, 147.1088715, 199.8176727, 166.6554565, 64.18351746, 152.0954742, 124.4202728, 46.28505325, 139.1117096, 61.06513214, 164.4677124, 157.4172516, 121.6327438]","[-0.37161006 -0.53662501 -0.37351527 -0.73031547 -0.07739966 -0.48523887
 -0.32616717 -0.78471411 -0.87831393 -0.63809048 -0.87178919 -0.72099872
 -0.91264367 -0.41230639 -0.56759734 -0.61800684]","[-0.90754223 -0.2879908  -0.60438634 -0.65044812 -0.21364683 -1.11491042
 -1.44857065 -1.37526927 -0.83726611 -0.95988407 -0.84102576 -0.56217775
 -0.58752136 -1.62012659 -1.02982335 -1.17796912]","[ 0.31499743  1.50564181  1.34998513  0.52011977  1.40482503  1.08034521
  0.65584468  0.77648434  1.33493086  1.57124698  0.80478342  1.12579009
  0.3613536  -0.82062847 -0.61530475 -1.41934441]","[ 1.35835097  1.2995971   0.71742508 -0.9530109   1.28540264  2.30463634
  1.66337629 -0.31813061  1.38182892  0.84667165 -0.66423444  1.13076097
 -0.37843104  1.62107173  1.48473649  0.79276901]"
1255,"[23.68545341, 17.49968529, 25.10717201, 29.6434803, 32.59755325, 34.12278748, 28.24619865, 13.96190929, 3.10987401, 7.967162609, 13.15378475, 2.981261253, 15.63332462, 13.47091293, 2.220137119, -2.081716061]","[5.688174248, -1.815755486, 2.721686602, 19.07999992, 2.771457195, 15.11958313, 19.61222458, 22.84039879, 5.525568962, 13.47975731, 17.15270805, 14.96060085, 32.24362564, 25.22985649, 24.90449142, 31.1708107]","[-6.388933659, 156.533493, 25.95421219, -15.17751408, 64.12497711, 49.89323044, 20.2447319, -10.12334061, 255.8275757, 67.10540771, -45.28758621, 39.14556885, -56.66702652, -21.53715515, 2.265647411, -42.59709167]","[43.29177094, 37.95032883, 47.37247467, 36.38786697, 39.5904274, 53.73449326, 50.92472076, 25.94658089, 89.87290192, 67.70559692, 47.74705124, 68.37572479, 76.19856262, 61.10106277, 91.10652924, 41.8562355]","[-0.12816257 -0.26964679 -0.09564426  0.00811262  0.07567976  0.11056574
 -0.02384676 -0.3505647  -0.59877829 -0.48767977 -0.36904856 -0.60171999
 -0.31233519 -0.36179504 -0.61912883 -0.71752313]","[-0.53980602 -0.71143993 -0.60765712 -0.23350098 -0.60651874 -0.32408576
 -0.22132765 -0.14749112 -0.54352521 -0.36159274 -0.27758304 -0.32772209
  0.06758454 -0.09283816 -0.10028008  0.04304654]","[-0.81604012  2.9104092  -0.0762703  -1.01705726  0.79679195  0.47127579
 -0.20686061 -0.90145549  5.18151684  0.86496196 -1.70575102  0.2254495
 -1.96602769 -1.16251839 -0.61808789 -1.64421258]","[ 0.32028366  0.19811132  0.41361971  0.16237386  0.23562454  0.55913522
  0.49486859 -0.07644485  1.38571233  0.87868981  0.42218723  0.89401734
  1.07294549  0.72762736  1.41392852  0.28744932]"
1276,"[-31.46705246, -47.90031433, -25.73253441, -2.450983286, -30.21739578, -58.92210388, -22.40010643, -4.711601734, -67.27133179, -35.99430847, -10.1369772, -37.88322449, -16.147295, -27.95831299, -44.62966156, -20.12548828]","[8.022278786, 2.986016035, 9.232656479, 10.93583584, 1.427123547, 38.14740753, 31.96360207, 19.06076622, 32.81987762, 23.91676903, 13.17286396, 15.73243427, 4.235223293, 37.27493668, 31.47959328, 13.43950748]","[68.6657486, -2.897196054, 24.93373489, 20.56071472, -5.816471577, -66.03684998, -53.81371689, -22.00874901, -81.54472351, -57.70880508, -30.41391754, -64.97568512, -26.47266388, -65.9920578, -85.13594055, -63.09548569]","[-35.98258972, -2.194749117, -2.862794876, -32.39377213, -12.95488739, -154.3296051, -101.9663315, -92.1741333, -54.73840332, -51.82866669, -74.30710602, -38.62790298, -19.82653618, -124.3883286, -92.23108673, -56.39517212]","[-1.34259760e-01 -5.21296875e-01  7.99933818e-04  5.49128345e-01
 -1.04827775e-01 -7.80882686e-01  7.92854664e-02  4.95886131e-01
 -9.77524175e-01 -2.40885950e-01  3.68107381e-01 -2.85373807e-01
  2.26552035e-01 -5.16217294e-02 -4.44266275e-01  1.32857402e-01]","[0.79579521 0.67718086 0.82430209 0.86441547 0.64046574 1.50530395
 1.35966261 1.05577429 1.37982966 1.17014314 0.91710208 0.97738523
 0.70660226 1.48475546 1.34826321 0.92338208]","[ 2.22407364  0.53861912  1.19409478  1.09110116  0.46986417 -0.94844959
 -0.66056967  0.08850274 -1.31369191 -0.752307   -0.10945627 -0.92345697
 -0.01663164 -0.94739464 -1.39827245 -0.87917441]","[-0.24060995  0.55516319  0.53942933 -0.15608591  0.3017398  -3.02792556
 -1.79466277 -1.56403637 -0.68234793 -0.61381765 -1.14323113 -0.30291252
  0.13989834 -2.32274692 -1.56537774 -0.72136825]"
1286,"[-17.60872269, -27.09021378, -24.59840012, -16.9162674, -7.271533966, -22.59826088, -18.36416245, -13.30729961, -26.95579529, -20.74345589, -18.71149254, -10.03381634, -7.702563286, -13.76790047, -16.53613091, -17.89029312]","[-28.19775009, -8.615341187, -16.77063751, -24.58046722, -14.73970222, -3.293408155, -18.58121872, -29.29137611, -16.32877541, -32.25809479, -40.85819244, -36.36429596, -32.81830597, -14.0916481, -29.51121712, -45.12480164]","[53.43724823, 32.3272171, 32.91614532, 107.1496658, 83.73806, 148.9331665, 73.01777649, 47.20667267, 95.83217621, 79.22649384, 97.9395752, 103.9906616, 108.5246582, 72.21206665, 73.79481506, 23.73095512]","[-58.03206253, -97.01122284, -60.30073547, -40.83822632, 0.2700685263, -36.00231934, -36.27335358, -80.7182312, -65.59600067, -46.24390411, -82.01687622, -25.45249748, -53.46038055, -25.06990051, -58.33981323, -89.61363983]","[-0.2433551  -0.42026774 -0.37377365 -0.23043476 -0.05047622 -0.33645358
 -0.25745065 -0.16309598 -0.41775966 -0.30184526 -0.26393139 -0.10201692
 -0.05851869 -0.17169021 -0.22334189 -0.24860885]","[-0.44093297 -0.07554997 -0.22771749 -0.37343904 -0.1898228   0.02375058
 -0.26150065 -0.46133865 -0.2194729  -0.51669387 -0.67716082 -0.59331039
 -0.5271467  -0.17773093 -0.4654406  -0.75677036]","[1.08227293 0.68838643 0.69937508 2.08447876 1.64764778 2.86410608
 1.44762084 0.96601826 1.87330871 1.56346766 1.91263011 2.02553573
 2.11013438 1.43258731 1.4621194  0.52799104]","[-0.99760353 -1.7249054  -1.0399341  -0.67678828  0.09024055 -0.58655637
 -0.59161352 -1.42089877 -1.13873706 -0.7776514  -1.44512985 -0.38971002
 -0.91230173 -0.38257125 -1.00334577 -1.58687585]"
1294,"[-12.24464226, 46.15240097, 17.59053993, -4.575098038, 1.113653064, 77.35036469, -0.4354981184, 25.58206558, 20.82844925, 7.264602184, 3.915601492, 10.48020744, -2.234869242, 6.623756886, 20.83132553, 12.87819004]","[11.53858948, -45.30544281, -17.06224251, 17.58857727, 1.333085418, -15.41104889, 0.6462414265, 5.223577976, -31.46898651, -20.9162159, 10.61242867, 13.09290504, 24.29285431, -43.50041199, -23.65256691, 2.385458946]","[160.6146545, 15.9882288, 94.88001251, 112.3079147, 42.36632156, -43.15452194, 65.06653595, 40.10245132, 50.88394165, 65.59989929, 91.62585449, 53.43766022, 60.42169952, 157.6309052, 94.60997772, 75.9936676]","[48.34331894, 1.973062396, -15.66090584, -36.9306221, -62.40480042, 210.3596802, 56.28975677, 11.01837921, 50.72495651, 45.34570312, 20.5350399, 11.19607258, -25.01480675, -28.68296432, 48.58086395, 48.02895737]","[-0.75496371  0.40798625 -0.16080993 -0.6022283  -0.48893947  1.02927919
 -0.51979009 -0.00166241 -0.09632847 -0.36644618 -0.43313997 -0.30240889
 -0.55562373 -0.37920831 -0.09627119 -0.25465419]","[-0.28133171 -1.41335417 -0.85090398 -0.16084901 -0.48456957 -0.81802122
 -0.49824775 -0.40709222 -1.13780758 -0.92765406 -0.29977577 -0.25037824
 -0.02733646 -1.37740783 -0.98214722 -0.46361205]","[ 2.6874488  -0.19271921  1.37837397  1.72544254  0.33258824 -1.37051959
  0.78465245  0.28750432  0.50221268  0.79527413  1.31356893  0.5530688
  0.69215269  2.62802882  1.37299636  1.0022612 ]","[ 0.45161736 -0.47182473 -0.82299701 -1.24657351 -1.75387993  3.67809785
  0.60986698 -0.29169145  0.49904657  0.39192124 -0.10217158 -0.28815277
 -1.00927559 -1.08232525  0.45634796  0.445357  ]"
1301,"[22.5697937, 7.172519207, 18.64610863, 22.34007263, 24.60044289, -85.65962982, -19.69186783, 8.563064575, -47.71214676, 9.910738945, 18.76545715, 20.61644554, 17.73502159, -58.17182922, -13.90924168, 2.815426588]","[21.76973343, 27.69737244, -1.884989262, -11.84426403, -4.28166151, 69.49810028, 31.84753036, -5.025168419, 39.4238205, -7.622186661, -21.12156296, -2.811158895, -21.61580658, 17.3280735, 0.75958848, -11.49402332]","[-223.9159851, -30.17876434, -98.8952713, -83.80654907, -76.23313904, 180.0278778, -109.2192688, -132.1220703, 116.5298996, -56.27802658, -52.33762741, -27.53957176, -32.66799927, -120.0662613, -50.46992874, 1.39666903]","[17.70433426, -127.939415, -54.53184509, -16.59829903, -82.64675903, -577.6485596, -154.4035492, 25.58893204, -372.7524109, -83.57516479, 5.068813324, -16.06993103, 3.103266716, -278.9351501, -136.9416809, -25.71880341]","[ 0.59484188  0.4500123   0.55793498  0.59268108  0.61394253 -0.42318383
  0.19732097  0.46309202 -0.06624288  0.4757685   0.55905759  0.57646833
  0.54936513 -0.16462856  0.25171341  0.40902869]","[0.58731636 0.64307282 0.36481572 0.27113697 0.34227219 1.03625809
 0.68210996 0.33527863 0.75337393 0.3108506  0.183873   0.356104
 0.17922406 0.5455373  0.3896911  0.2744314 ]","[-1.72364834  0.09867931 -0.54768069 -0.40575342 -0.33451654  2.07592135
 -0.6447901  -0.86021803  1.47864778 -0.14681511 -0.109751    0.12350404
  0.07526511 -0.74681889 -0.09218308  0.3956836 ]","[ 0.54907648 -0.82087521 -0.13039021  0.22641965 -0.39484422 -5.05092149
 -1.06980168  0.62324044 -3.12363092 -0.40357697  0.43022446  0.23138957
  0.41173617 -2.24116865 -0.90555216  0.14063052]"
1302,"[23.76545906, -0.4856818318, 18.36814117, 31.10481262, 16.55833817, 23.14249039, 26.21053886, 29.79326248, 4.77923727, 16.02903175, 26.22047997, 21.27687073, 16.00545311, 15.21675014, 7.469766617, 5.231642723]","[32.67705917, 34.10157013, 28.68838501, 17.13955307, 20.8559494, 31.33577347, 49.33107758, 49.62327576, 32.09212112, 35.83015442, 27.2968502, 18.7297821, 5.98906374, 40.02679062, 27.33447075, 20.16764259]","[160.6029968, 123.801033, 163.0672302, 154.1659546, 96.70547485, 130.9234161, 136.8703613, 200.7944183, 89.1416626, 141.0457764, 185.9850006, 91.78314972, 120.5048447, 42.61502075, 69.70800018, 120.1573486]","[77.46017456, 82.06275177, 82.26948547, 87.32107544, 74.28653717, 95.6754303, 130.760437, 166.9487457, 87.87586212, 120.5719223, 162.8603363, 62.5117569, 125.4648972, 90.36669159, 111.0182114, 112.5125198]","[-0.85208918 -1.30364779 -0.95258777 -0.71542971 -0.98628648 -0.86368892
 -0.80656156 -0.7398509  -1.20561448 -0.99614221 -0.80637646 -0.89842694
 -0.99658125 -1.01126698 -1.15551656 -1.19719065]","[-0.68615432 -0.65962979 -0.76042382 -0.9754642  -0.90626454 -0.71112919
 -0.37605488 -0.37061412 -0.69704593 -0.62744338 -0.78633434 -0.94585398
 -1.1830874  -0.54930161 -0.78563384 -0.91908088]","[ 1.69583908  1.01058294  1.74172335  1.57598073  0.50606101  1.1432024
  1.2539351   2.44420726  0.36522209  1.33168174  2.16845446  0.41440683
  0.94920759 -0.50110851  0.0033654   0.94273718]","[ 0.14771164  0.23341208  0.23726148  0.33132258  0.08861821  0.48688148
  1.14016771  1.81399754  0.34165276  0.95045658  1.73787096 -0.13062935
  1.04156425  0.38803224  0.77256555  0.80038972]"
1303,"[53.87969208, 42.19022751, 26.55220604, 11.50993443, 15.71977997, 50.5741539, 47.40986633, 12.97105122, 25.5212822, 26.24739075, 4.344258308, 21.14520645, 8.131231308, 48.95421982, 40.80038071, 8.603914261]","[2.51592803, -21.70601082, -2.50141263, 20.00211334, 11.50942421, -22.68174171, 4.655976772, 11.81064987, -33.66004181, -9.551198006, 1.995024085, -12.5955267, 3.349610329, -3.061655283, -10.1112566, -7.44604063]","[36.88401794, 33.21344757, 69.85262299, 54.18267822, -50.89863205, -34.82859802, 52.87588501, 9.889448166, -17.60941124, 36.93109894, -6.960940838, -49.19356537, 4.237486362, 114.5180054, 96.3500824, 41.32566071]","[-159.6807556, -105.1322021, -129.5097961, -65.10180664, -48.93660355, -243.7458954, -262.3717346, -136.2222443, -145.3143005, -221.5144196, -133.0031128, -99.13111877, -80.48118591, -255.758194, -196.2093353, -115.3043823]","[0.94420941 0.80509844 0.6189975  0.4399863  0.49008575 0.90487171
 0.86721497 0.45737438 0.60672894 0.61537003 0.35471087 0.55465127
 0.3997779  0.88559362 0.78855851 0.40540308]","[ 0.33295274  0.04469853  0.27324367  0.54104784  0.43998023  0.0330868
  0.35842048  0.44356498 -0.09756093  0.18934739  0.3267537   0.15311823
  0.34287401  0.26657647  0.18268239  0.21439991]","[ 0.74195166  0.69826988  1.13429595  0.94781511 -0.30270951 -0.11146738
  0.93226356  0.42070163  0.09345028  0.74251195  0.22017286 -0.28241829
  0.35344022  1.66583824  1.4496301   0.79480962]","[-1.59727581 -0.94811842 -1.23822502 -0.47173499 -0.2793603  -2.5976966
 -2.81935419 -1.3181068  -1.4263072  -2.33312997 -1.27979739 -0.87670228
 -0.65475795 -2.74064947 -2.03198573 -1.06917289]"
3116,"[101.7697983, 132.3691101, 110.8046799, 76.88580322, 114.1654053, 95.74649048, 68.46955109, 45.23481369, 126.504158, 76.5112915, 51.75754547, 100.8413467, 58.72469711, 29.58388138, 38.58003235, 0.6904661059]","[95.03518677, 74.58235931, 68.18630219, 43.61714554, 48.34299088, 104.7858963, 67.5271225, 36.54832077, 58.75901031, 49.3774147, 36.98198318, 51.05915451, 42.65784454, 79.06264496, 65.02436829, 42.14489746]","[74.52457428, 62.22457123, 140.6885529, 182.7407837, 247.1991425, 115.2922974, 88.30440521, 52.07938766, 132.8006744, 115.2183685, 87.00595856, 209.2945557, 133.2956848, 23.20183945, 74.90202332, 21.7597065]","[79.9407959, 93.78042603, 88.23783875, 53.24013519, 134.0534973, 82.83621979, 8.997645378, -45.72599411, 106.4802017, -20.63929176, -48.07407379, 87.33089447, 16.10048103, 11.90639591, 10.25389862, -30.73437691]","[ 0.56604697  1.13969167  0.73542372  0.09954719  0.79842717  0.45312813
 -0.05823212 -0.4938133   1.02974153  0.09252623 -0.37153177  0.5486413
 -0.24091871 -0.78722102 -0.61857035 -1.32888532]","[ 0.43979333  0.05636457 -0.06354219 -0.52413969 -0.43554436  0.6225897
 -0.07589981 -0.65665881 -0.24027544 -0.41615204 -0.64852895 -0.38462449
 -0.54212369  0.1403564  -0.1228189  -0.5517399 ]","[ 0.05528128 -0.17530664  1.29565611  2.08400846  3.29240807  0.819553
  0.3136115  -0.3654982   1.1477822   0.81816705  0.28926955  2.58181151
  1.15706215 -0.90686504  0.06235731 -0.93390068]","[ 0.15681908  0.41627036  0.31236358 -0.34373769  1.17126885  0.21109954
 -1.17315079 -2.1990538   0.65435281 -1.72875388 -2.24307321  0.29536112
 -1.03999407 -1.1186205  -1.14959984 -1.91800624]"
3122,"[-68.378685, -86.19502258, -63.7998848, -26.6906147, -35.1104393, -181.541214, -113.8721695, -30.50565529, -153.1356812, -94.73990631, -33.36423492, -60.80530167, -32.05754852, -108.0759277, -95.77280426, -37.82711029]","[-43.58923721, -65.61351776, -47.07971954, -22.86091232, -43.19477844, -42.609478, -18.7859726, 11.03785324, -38.57201385, -26.12875748, -1.961674809, -27.2323246, -24.03515625, 11.16490746, 1.773301363, 5.422897339]","[-132.348587, 139.4496918, 54.36083221, 1.274892449, 105.7557831, 29.90634727, 29.41555786, -76.3310318, 268.2789001, 121.5497513, -9.324385643, 133.8491974, 80.69711304, 113.5214233, 136.6444702, 15.41003418]","[-115.9143829, -5.067356586, -60.69513702, -74.16013336, -13.40041637, -94.44122314, -135.3094025, -115.9944153, -10.76995087, -87.22494507, -79.52963257, -24.60186577, -69.35064697, -145.3720245, -108.83284, -44.65746307]","[-0.50734747 -0.7290898  -0.45035968  0.0115027  -0.09329053 -1.91576952
 -1.07355987 -0.03597934 -1.56223396 -0.83543952 -0.07155725 -0.41308906
 -0.05529422 -1.00141978 -0.84829497 -0.12710225]","[-0.19881774 -0.47293217 -0.24226032  0.05916722 -0.1939083  -0.18662365
  0.10988396  0.48107162 -0.13637332  0.01849558  0.31927935  0.00476057
  0.04455256  0.48265293  0.3657649   0.41118781]","[-1.30351756  2.07928674  1.02026988  0.3595617   1.65993199  0.71590909
  0.70980072 -0.60632247  3.68269645  1.85650388  0.22764297  2.00958292
  1.34805151  1.75658323  2.04437292  0.53548783]","[-1.09897728  0.280626   -0.41171795 -0.57930344  0.17691265 -0.8317221
 -1.3403679  -1.09997336  0.20965145 -0.74190823 -0.64613229  0.03749929
 -0.51944452 -1.4656074  -1.01084032 -0.21211289]"
